date,Domestic Aviation,Ground Transport,Industry,Power,Residential,德国
2020-11-17,0.0,0.45,0.3,0.72,0.41,1.87
2020-11-18,0.0,0.43,0.28,0.68,0.41,1.81
2020-11-19,0.0,0.45,0.24,0.57,0.47,1.73
2020-11-20,0.0,0.44,0.34,0.82,0.65,2.26
2020-11-21,0.0,0.39,0.21,0.5,0.66,1.77
2020-11-22,0.0,0.3,0.23,0.55,0.56,1.65
2020-11-23,0.0,0.44,0.38,0.9,0.57,2.3
2020-11-24,0.0,0.45,0.41,0.97,0.62,2.44
2020-11-25,0.0,0.44,0.43,1.04,0.66,2.57
2020-11-26,0.0,0.45,0.46,1.09,0.63,2.62
2020-11-27,0.0,0.45,0.47,1.12,0.66,2.7
2020-11-28,0.0,0.4,0.39,0.93,0.71,2.42
2020-11-29,0.0,0.3,0.36,0.85,0.76,2.27
2020-11-30,0.0,0.45,0.43,1.02,0.8,2.69
2020-12-01,0.0,0.45,0.46,1.05,0.69,2.65
2020-12-02,0.0,0.45,0.48,1.11,0.73,2.77
2020-12-03,0.0,0.45,0.41,0.94,0.74,2.53
2020-12-04,0.0,0.44,0.36,0.82,0.68,2.31
2020-12-05,0.0,0.4,0.39,0.89,0.69,2.38
2020-12-06,0.0,0.32,0.37,0.85,0.66,2.21
2020-12-07,0.0,0.45,0.42,0.97,0.65,2.49
2020-12-08,0.0,0.45,0.47,1.08,0.7,2.7
2020-12-09,0.0,0.45,0.49,1.13,0.72,2.79
2020-12-10,0.0,0.45,0.48,1.09,0.76,2.78
2020-12-11,0.0,0.45,0.4,0.93,0.73,2.51
2020-12-12,0.0,0.41,0.36,0.83,0.63,2.24
2020-12-13,0.0,0.32,0.33,0.76,0.59,2.0
2020-12-14,0.0,0.45,0.33,0.77,0.57,2.12
2020-12-15,0.0,0.46,0.4,0.92,0.53,2.31
2020-12-16,0.0,0.43,0.4,0.91,0.52,2.26
2020-12-17,0.0,0.43,0.32,0.74,0.53,2.03
2020-12-18,0.0,0.42,0.3,0.68,0.58,1.99
2020-12-19,0.0,0.38,0.21,0.49,0.58,1.66
2020-12-20,0.0,0.31,0.23,0.53,0.57,1.64
2020-12-21,0.0,0.42,0.24,0.55,0.55,1.76
2020-12-22,0.0,0.42,0.21,0.48,0.36,1.48
2020-12-23,0.0,0.41,0.27,0.62,0.4,1.71
2020-12-24,0.0,0.37,0.16,0.36,0.56,1.45
2020-12-25,0.0,0.29,0.17,0.4,0.72,1.58
2020-12-26,0.0,0.28,0.14,0.33,0.74,1.5
2020-12-27,0.0,0.29,0.13,0.3,0.72,1.44
2020-12-28,0.0,0.39,0.23,0.54,0.68,1.84
2020-12-29,0.0,0.4,0.25,0.57,0.69,1.91
2020-12-30,0.0,0.4,0.24,0.56,0.68,1.88
2020-12-31,0.0,0.37,0.25,0.59,0.71,1.92
2021-01-01,0.0,0.3,0.25,0.62,0.72,1.89
2021-01-02,0.0,0.34,0.27,0.67,0.73,2.01
2021-01-03,0.0,0.32,0.22,0.55,0.74,1.83
2021-01-04,0.0,0.4,0.32,0.8,0.75,2.28
2021-01-05,0.0,0.41,0.36,0.88,0.74,2.38
2021-01-06,0.0,0.4,0.37,0.91,0.74,2.41
2021-01-07,0.0,0.41,0.39,0.97,0.76,2.54
2021-01-08,0.0,0.41,0.4,0.99,0.77,2.57
2021-01-09,0.0,0.37,0.37,0.92,0.79,2.46
2021-01-10,0.0,0.31,0.32,0.79,0.81,2.24
2021-01-11,0.0,0.42,0.31,0.76,0.81,2.3
2021-01-12,0.0,0.44,0.29,0.72,0.7,2.15
2021-01-13,0.0,0.44,0.27,0.67,0.72,2.11
2021-01-14,0.0,0.43,0.36,0.89,0.77,2.45
2021-01-15,0.0,0.42,0.4,1.0,0.83,2.65
2021-01-16,0.0,0.39,0.36,0.89,0.85,2.48
2021-01-17,0.0,0.38,0.34,0.83,0.83,2.38
2021-01-18,0.0,0.43,0.35,0.86,0.71,2.35
2021-01-19,0.0,0.43,0.29,0.72,0.65,2.09
2021-01-20,0.0,0.42,0.23,0.57,0.56,1.79
2021-01-21,0.0,0.42,0.2,0.51,0.5,1.63
2021-01-22,0.0,0.42,0.27,0.68,0.57,1.94
2021-01-23,0.0,0.38,0.31,0.76,0.7,2.15
2021-01-24,0.0,0.34,0.31,0.76,0.76,2.17
2021-01-25,0.0,0.43,0.39,0.97,0.79,2.59
2021-01-26,0.0,0.44,0.38,0.94,0.75,2.51
2021-01-27,0.0,0.43,0.38,0.93,0.74,2.48
2021-01-28,0.0,0.43,0.37,0.91,0.64,2.35
2021-01-29,0.0,0.43,0.29,0.72,0.6,2.04
2021-01-30,0.0,0.39,0.28,0.69,0.73,2.08
2021-01-31,0.0,0.31,0.26,0.65,0.84,2.07
2021-02-01,0.0,0.43,0.44,0.87,0.75,2.49
2021-02-02,0.0,0.43,0.44,0.88,0.62,2.37
2021-02-03,0.0,0.43,0.35,0.7,0.5,1.99
2021-02-04,0.0,0.43,0.39,0.78,0.58,2.19
2021-02-05,0.0,0.42,0.38,0.76,0.62,2.19
2021-02-06,0.0,0.37,0.23,0.46,0.69,1.76
2021-02-07,0.0,0.37,0.22,0.44,0.85,1.87
2021-02-08,0.0,0.45,0.39,0.77,0.98,2.59
2021-02-09,0.0,0.44,0.48,0.95,1.06,2.93
2021-02-10,0.0,0.45,0.49,0.97,1.06,2.97
2021-02-11,0.0,0.44,0.49,0.97,1.05,2.95
2021-02-12,0.0,0.43,0.46,0.92,1.09,2.91
2021-02-13,0.0,0.39,0.42,0.83,1.09,2.73
2021-02-14,0.0,0.32,0.34,0.67,1.01,2.35
2021-02-15,0.0,0.43,0.4,0.79,0.85,2.46
2021-02-16,0.0,0.44,0.4,0.8,0.62,2.26
2021-02-17,0.0,0.43,0.33,0.65,0.54,1.95
2021-02-18,0.0,0.43,0.31,0.62,0.55,1.9
2021-02-19,0.0,0.43,0.31,0.62,0.54,1.9
2021-02-20,0.0,0.38,0.2,0.39,0.45,1.42
2021-02-21,0.0,0.33,0.2,0.4,0.44,1.37
2021-02-22,0.0,0.43,0.32,0.63,0.47,1.86
2021-02-23,0.0,0.44,0.29,0.57,0.37,1.66
2021-02-24,0.0,0.43,0.25,0.49,0.33,1.51
2021-02-25,0.0,0.44,0.29,0.57,0.36,1.66
2021-02-26,0.0,0.43,0.31,0.62,0.52,1.88
2021-02-27,0.0,0.37,0.28,0.56,0.62,1.84
2021-02-28,0.0,0.33,0.27,0.53,0.63,1.76
2021-03-01,0.0,0.44,0.37,0.77,0.61,2.18
2021-03-02,0.0,0.44,0.4,0.84,0.57,2.25
2021-03-03,0.0,0.44,0.42,0.87,0.53,2.25
2021-03-04,0.0,0.44,0.4,0.83,0.57,2.24
2021-03-05,0.0,0.43,0.39,0.81,0.71,2.33
2021-03-06,0.0,0.37,0.31,0.65,0.75,2.08
2021-03-07,0.0,0.28,0.29,0.61,0.72,1.9
2021-03-08,0.0,0.43,0.43,0.89,0.71,2.46
2021-03-09,0.0,0.44,0.46,0.96,0.7,2.55
2021-03-10,0.0,0.44,0.37,0.77,0.61,2.19
2021-03-11,0.0,0.44,0.19,0.39,0.47,1.48
2021-03-12,0.0,0.44,0.17,0.36,0.53,1.5
2021-03-13,0.0,0.38,0.16,0.33,0.54,1.41
2021-03-14,0.0,0.29,0.16,0.33,0.61,1.39
2021-03-15,0.0,0.44,0.25,0.52,0.61,1.82
2021-03-16,0.0,0.44,0.33,0.7,0.62,2.1
2021-03-17,0.0,0.44,0.38,0.79,0.68,2.29
2021-03-18,0.0,0.44,0.41,0.86,0.71,2.43
2021-03-19,0.0,0.44,0.35,0.72,0.72,2.24
2021-03-20,0.0,0.38,0.3,0.63,0.74,2.05
2021-03-21,0.0,0.28,0.23,0.49,0.62,1.62
2021-03-22,0.0,0.44,0.38,0.79,0.61,2.21
2021-03-23,0.0,0.44,0.43,0.89,0.57,2.33
2021-03-24,0.0,0.44,0.37,0.78,0.5,2.1
2021-03-25,0.0,0.44,0.4,0.83,0.45,2.13
2021-03-26,0.0,0.44,0.28,0.6,0.39,1.71
2021-03-27,0.0,0.38,0.18,0.37,0.53,1.46
2021-03-28,0.0,0.3,0.17,0.36,0.46,1.3
2021-03-29,0.0,0.44,0.22,0.46,0.3,1.42
2021-03-30,0.0,0.44,0.29,0.61,0.27,1.63
2021-03-31,0.0,0.45,0.32,0.66,0.22,1.65
2021-04-01,0.0,0.44,0.29,0.56,0.3,1.59
2021-04-02,0.0,0.3,0.2,0.38,0.52,1.4
2021-04-03,0.0,0.37,0.18,0.34,0.55,1.44
2021-04-04,0.0,0.27,0.17,0.33,0.58,1.36
2021-04-05,0.0,0.28,0.16,0.31,0.66,1.42
2021-04-06,0.0,0.43,0.24,0.46,0.75,1.9
2021-04-07,0.0,0.43,0.29,0.56,0.73,2.02
2021-04-08,0.0,0.43,0.33,0.63,0.65,2.04
2021-04-09,0.0,0.43,0.31,0.59,0.49,1.83
2021-04-10,0.0,0.38,0.33,0.64,0.47,1.82
2021-04-11,0.0,0.3,0.26,0.49,0.46,1.51
2021-04-12,0.0,0.44,0.43,0.82,0.66,2.34
2021-04-13,0.0,0.44,0.41,0.79,0.66,2.29
2021-04-14,0.0,0.44,0.45,0.86,0.67,2.41
2021-04-15,0.0,0.44,0.45,0.86,0.65,2.4
2021-04-16,0.0,0.43,0.43,0.82,0.59,2.28
2021-04-17,0.0,0.38,0.37,0.71,0.54,2.01
2021-04-18,0.0,0.29,0.38,0.74,0.49,1.9
2021-04-19,0.0,0.44,0.44,0.85,0.46,2.2
2021-04-20,0.0,0.44,0.45,0.86,0.4,2.15
2021-04-21,0.0,0.44,0.36,0.68,0.41,1.89
2021-04-22,0.0,0.44,0.29,0.55,0.5,1.78
2021-04-23,0.0,0.44,0.3,0.58,0.48,1.81
2021-04-24,0.0,0.39,0.24,0.46,0.47,1.55
2021-04-25,0.0,0.32,0.22,0.42,0.51,1.47
2021-04-26,0.0,0.44,0.34,0.65,0.51,1.95
2021-04-27,0.0,0.44,0.35,0.66,0.45,1.91
2021-04-28,0.0,0.44,0.36,0.69,0.33,1.82
2021-04-29,0.0,0.45,0.36,0.69,0.38,1.88
2021-04-30,0.0,0.44,0.4,0.78,0.48,2.1
2021-05-01,0.0,0.32,0.34,0.52,0.45,1.64
2021-05-02,0.0,0.29,0.3,0.45,0.5,1.55
2021-05-03,0.0,0.44,0.36,0.55,0.48,1.82
2021-05-04,0.0,0.44,0.25,0.37,0.4,1.46
2021-05-05,0.0,0.44,0.27,0.42,0.5,1.64
2021-05-06,0.0,0.44,0.43,0.65,0.51,2.04
2021-05-07,0.0,0.44,0.4,0.61,0.52,1.98
2021-05-08,0.0,0.39,0.26,0.4,0.4,1.45
2021-05-09,0.0,0.35,0.2,0.3,0.08,0.93
2021-05-10,0.0,0.44,0.32,0.48,0.1,1.34
2021-05-11,0.0,0.45,0.43,0.65,0.23,1.76
2021-05-12,0.0,0.45,0.41,0.63,0.31,1.8
2021-05-13,0.0,0.29,0.27,0.42,0.34,1.32
2021-05-14,0.0,0.42,0.29,0.45,0.34,1.5
2021-05-15,0.0,0.37,0.26,0.4,0.36,1.4
2021-05-16,0.0,0.29,0.25,0.38,0.34,1.26
2021-05-17,0.0,0.44,0.33,0.5,0.35,1.61
2021-05-18,0.0,0.44,0.36,0.55,0.36,1.72
2021-05-19,0.0,0.44,0.38,0.58,0.38,1.78
2021-05-20,0.0,0.44,0.36,0.54,0.33,1.68
2021-05-21,0.0,0.45,0.22,0.33,0.28,1.29
2021-05-22,0.0,0.38,0.19,0.29,0.35,1.21
2021-05-23,0.0,0.29,0.2,0.31,0.35,1.15
2021-05-24,0.0,0.32,0.22,0.33,0.28,1.16
2021-05-25,0.0,0.45,0.3,0.45,0.39,1.58
2021-05-26,0.0,0.45,0.34,0.51,0.38,1.68
2021-05-27,0.0,0.45,0.4,0.61,0.37,1.83
2021-05-28,0.0,0.44,0.43,0.65,0.31,1.84
2021-05-29,0.0,0.39,0.31,0.47,0.3,1.48
2021-05-30,0.0,0.34,0.25,0.38,0.25,1.22
2021-05-31,0.0,0.44,0.35,0.54,0.2,1.54
2021-06-01,0.0,0.45,0.28,0.54,0.13,1.4
2021-06-02,0.0,0.45,0.26,0.49,0.09,1.29
2021-06-03,0.0,0.37,0.26,0.49,0.07,1.2
2021-06-04,0.0,0.44,0.29,0.56,0.07,1.37
2021-06-05,0.0,0.4,0.26,0.5,0.09,1.24
2021-06-06,0.0,0.32,0.25,0.48,0.15,1.2
2021-06-07,0.0,0.44,0.35,0.68,0.12,1.6
2021-06-08,0.0,0.44,0.38,0.73,0.09,1.64
2021-06-09,0.0,0.44,0.37,0.72,0.08,1.61
2021-06-10,0.0,0.44,0.37,0.71,0.08,1.6
2021-06-11,0.0,0.44,0.34,0.65,0.07,1.51
2021-06-12,0.0,0.38,0.2,0.38,0.09,1.05
2021-06-13,0.0,0.29,0.18,0.35,0.15,0.98
2021-06-14,0.0,0.44,0.29,0.57,0.12,1.42
2021-06-15,0.0,0.44,0.37,0.71,0.08,1.6
2021-06-16,0.0,0.44,0.39,0.74,0.07,1.65
2021-06-17,0.0,0.44,0.35,0.68,0.07,1.55
2021-06-18,0.0,0.44,0.37,0.71,0.07,1.59
2021-06-19,0.0,0.39,0.28,0.55,0.07,1.29
2021-06-20,0.0,0.31,0.23,0.44,0.07,1.06
2021-06-21,0.0,0.44,0.33,0.64,0.11,1.53
2021-06-22,0.0,0.44,0.38,0.74,0.16,1.73
2021-06-23,0.0,0.44,0.41,0.79,0.13,1.77
2021-06-24,0.0,0.44,0.41,0.78,0.13,1.76
2021-06-25,0.0,0.44,0.39,0.75,0.11,1.7
2021-06-26,0.0,0.39,0.3,0.57,0.08,1.34
2021-06-27,0.0,0.32,0.25,0.48,0.07,1.12
2021-06-28,0.0,0.44,0.37,0.72,0.07,1.6
2021-06-29,0.0,0.45,0.38,0.73,0.08,1.64
2021-06-30,0.0,0.45,0.37,0.72,0.16,1.7
2021-07-01,0.0,0.45,0.38,0.69,0.2,1.73
2021-07-02,0.0,0.44,0.39,0.7,0.13,1.66
2021-07-03,0.0,0.39,0.33,0.58,0.08,1.38
2021-07-04,0.0,0.31,0.32,0.57,0.08,1.28
2021-07-05,0.0,0.44,0.38,0.68,0.09,1.6
2021-07-06,0.0,0.44,0.31,0.55,0.08,1.38
2021-07-07,0.0,0.44,0.38,0.68,0.08,1.58
2021-07-08,0.0,0.44,0.41,0.74,0.09,1.69
2021-07-09,0.0,0.44,0.38,0.67,0.12,1.61
2021-07-10,0.0,0.39,0.3,0.53,0.11,1.34
2021-07-11,0.0,0.31,0.29,0.52,0.1,1.23
2021-07-12,0.0,0.43,0.37,0.65,0.1,1.55
2021-07-13,0.0,0.44,0.39,0.7,0.09,1.63
2021-07-14,0.0,0.45,0.37,0.66,0.12,1.59
2021-07-15,0.0,0.45,0.34,0.61,0.1,1.5
2021-07-16,0.0,0.45,0.32,0.58,0.08,1.43
2021-07-17,0.0,0.4,0.21,0.37,0.07,1.05
2021-07-18,0.0,0.34,0.18,0.32,0.07,0.92
2021-07-19,0.0,0.44,0.3,0.54,0.1,1.37
2021-07-20,0.0,0.44,0.33,0.59,0.11,1.47
2021-07-21,0.0,0.44,0.34,0.61,0.08,1.47
2021-07-22,0.0,0.44,0.35,0.63,0.08,1.5
2021-07-23,0.0,0.44,0.35,0.62,0.08,1.49
2021-07-24,0.0,0.39,0.25,0.45,0.07,1.17
2021-07-25,0.0,0.32,0.24,0.43,0.07,1.06
2021-07-26,0.0,0.43,0.35,0.63,0.07,1.49
2021-07-27,0.0,0.44,0.35,0.63,0.07,1.5
2021-07-28,0.0,0.44,0.28,0.5,0.08,1.3
2021-07-29,0.0,0.44,0.19,0.33,0.09,1.05
2021-07-30,0.0,0.44,0.22,0.4,0.07,1.14
2021-07-31,0.0,0.4,0.16,0.29,0.09,0.95
2021-08-01,0.0,0.34,0.21,0.35,0.15,1.04
2021-08-02,0.0,0.43,0.28,0.46,0.16,1.34
2021-08-03,0.0,0.43,0.36,0.6,0.17,1.57
2021-08-04,0.0,0.43,0.37,0.62,0.14,1.57
2021-08-05,0.0,0.44,0.35,0.58,0.1,1.48
2021-08-06,0.0,0.44,0.26,0.43,0.1,1.22
2021-08-07,0.0,0.4,0.22,0.37,0.1,1.1
2021-08-08,0.0,0.34,0.17,0.28,0.13,0.93
2021-08-09,0.0,0.43,0.24,0.41,0.12,1.2
2021-08-10,0.0,0.43,0.32,0.53,0.11,1.38
2021-08-11,0.0,0.44,0.34,0.56,0.08,1.42
2021-08-12,0.0,0.44,0.35,0.58,0.07,1.44
2021-08-13,0.0,0.44,0.32,0.54,0.07,1.37
2021-08-14,0.0,0.4,0.23,0.39,0.07,1.1
2021-08-15,0.0,0.36,0.24,0.4,0.07,1.07
2021-08-16,0.0,0.44,0.26,0.42,0.13,1.25
2021-08-17,0.0,0.44,0.24,0.39,0.23,1.3
2021-08-18,0.0,0.43,0.28,0.46,0.17,1.34
2021-08-19,0.0,0.43,0.35,0.59,0.11,1.49
2021-08-20,0.0,0.44,0.38,0.63,0.1,1.55
2021-08-21,0.0,0.4,0.31,0.52,0.08,1.32
2021-08-22,0.0,0.35,0.27,0.45,0.1,1.18
2021-08-23,0.0,0.44,0.35,0.59,0.14,1.52
2021-08-24,0.0,0.44,0.37,0.61,0.19,1.61
2021-08-25,0.0,0.44,0.31,0.52,0.18,1.45
2021-08-26,0.0,0.44,0.33,0.55,0.21,1.54
2021-08-27,0.0,0.42,0.33,0.56,0.24,1.55
2021-08-28,0.0,0.4,0.27,0.45,0.22,1.35
2021-08-29,0.0,0.34,0.28,0.47,0.21,1.31
2021-08-30,0.0,0.44,0.37,0.62,0.16,1.59
2021-08-31,0.0,0.44,0.4,0.67,0.17,1.68
2021-09-01,0.0,0.45,0.31,0.7,0.19,1.64
2021-09-02,0.0,0.45,0.31,0.7,0.18,1.63
2021-09-03,0.0,0.45,0.29,0.65,0.14,1.53
2021-09-04,0.0,0.41,0.26,0.58,0.16,1.41
2021-09-05,0.0,0.36,0.23,0.52,0.15,1.25
2021-09-06,0.0,0.44,0.32,0.73,0.13,1.62
2021-09-07,0.0,0.44,0.33,0.76,0.11,1.64
2021-09-08,0.0,0.45,0.33,0.74,0.09,1.61
2021-09-09,0.0,0.45,0.34,0.76,0.07,1.63
2021-09-10,0.0,0.45,0.35,0.8,0.07,1.69
2021-09-11,0.0,0.41,0.3,0.69,0.08,1.49
2021-09-12,0.0,0.35,0.26,0.59,0.11,1.32
2021-09-13,0.0,0.44,0.35,0.79,0.16,1.74
2021-09-14,0.0,0.45,0.34,0.78,0.1,1.67
2021-09-15,0.0,0.45,0.34,0.78,0.08,1.66
2021-09-16,0.0,0.45,0.35,0.79,0.16,1.74
2021-09-17,0.0,0.45,0.35,0.79,0.21,1.79
2021-09-18,0.0,0.42,0.3,0.68,0.22,1.62
2021-09-19,0.0,0.36,0.27,0.6,0.27,1.5
2021-09-20,0.0,0.44,0.35,0.79,0.31,1.89
2021-09-21,0.0,0.45,0.34,0.78,0.31,1.88
2021-09-22,0.0,0.45,0.34,0.76,0.29,1.84
2021-09-23,0.0,0.45,0.23,0.51,0.22,1.41
2021-09-24,0.0,0.45,0.26,0.6,0.18,1.5
2021-09-25,0.0,0.41,0.29,0.66,0.14,1.51
2021-09-26,0.0,0.36,0.28,0.64,0.09,1.37
2021-09-27,0.0,0.45,0.34,0.76,0.12,1.67
2021-09-28,0.0,0.45,0.36,0.81,0.25,1.87
2021-09-29,0.0,0.45,0.29,0.67,0.3,1.73
2021-09-30,0.0,0.45,0.25,0.58,0.37,1.65
2021-10-01,0.0,0.45,0.28,0.55,0.29,1.58
2021-10-02,0.0,0.41,0.25,0.48,0.2,1.35
2021-10-03,0.0,0.34,0.18,0.34,0.13,0.99
2021-10-04,0.0,0.45,0.34,0.67,0.28,1.75
2021-10-05,0.0,0.45,0.33,0.65,0.31,1.75
2021-10-06,0.0,0.45,0.34,0.66,0.35,1.81
2021-10-07,0.0,0.45,0.43,0.85,0.37,2.1
2021-10-08,0.0,0.45,0.41,0.79,0.36,2.02
2021-10-09,0.0,0.42,0.3,0.59,0.41,1.72
2021-10-10,0.0,0.36,0.31,0.61,0.48,1.77
2021-10-11,0.0,0.44,0.38,0.74,0.44,2.0
2021-10-12,0.0,0.45,0.41,0.8,0.44,2.1
2021-10-13,0.0,0.45,0.44,0.87,0.48,2.24
2021-10-14,0.0,0.45,0.4,0.77,0.39,2.02
2021-10-15,0.0,0.45,0.33,0.64,0.41,1.82
2021-10-16,0.0,0.41,0.36,0.7,0.48,1.95
2021-10-17,0.0,0.33,0.35,0.68,0.45,1.82
2021-10-18,0.0,0.44,0.4,0.78,0.41,2.03
2021-10-19,0.0,0.45,0.36,0.7,0.3,1.81
2021-10-20,0.0,0.45,0.22,0.43,0.19,1.29
2021-10-21,0.0,0.45,0.22,0.43,0.35,1.45
2021-10-22,0.0,0.45,0.23,0.46,0.5,1.64
2021-10-23,0.0,0.41,0.31,0.61,0.51,1.84
2021-10-24,0.0,0.34,0.26,0.51,0.53,1.65
2021-10-25,0.0,0.44,0.38,0.74,0.48,2.05
2021-10-26,0.0,0.45,0.38,0.74,0.38,1.94
2021-10-27,0.0,0.45,0.35,0.69,0.36,1.86
2021-10-28,0.0,0.46,0.37,0.72,0.42,1.98
2021-10-29,0.0,0.45,0.32,0.63,0.42,1.84
2021-10-30,0.0,0.42,0.26,0.51,0.41,1.61
2021-10-31,0.0,0.35,0.21,0.41,0.29,1.25
