date,Domestic Aviation,Ground Transport,Industry,Power,Residential,日本
2019-01-01,0.03,0.49,0.51,1.3,0.6,2.92
2019-01-02,0.03,0.47,0.5,1.27,0.63,2.91
2019-01-03,0.03,0.49,0.52,1.33,0.64,3.01
2019-01-04,0.03,0.5,0.58,1.47,0.57,3.14
2019-01-05,0.02,0.48,0.59,1.48,0.55,3.13
2019-01-06,0.03,0.46,0.61,1.54,0.64,3.27
2019-01-07,0.02,0.49,0.7,1.76,0.61,3.59
2019-01-08,0.02,0.49,0.73,1.85,0.58,3.67
2019-01-09,0.02,0.49,0.74,1.88,0.67,3.82
2019-01-10,0.03,0.5,0.78,1.97,0.61,3.89
2019-01-11,0.02,0.5,0.75,1.89,0.58,3.74
2019-01-12,0.02,0.48,0.7,1.79,0.6,3.6
2019-01-13,0.02,0.46,0.62,1.56,0.6,3.25
2019-01-14,0.02,0.48,0.65,1.65,0.61,3.4
2019-01-15,0.02,0.49,0.76,1.91,0.56,3.75
2019-01-16,0.02,0.49,0.74,1.86,0.62,3.73
2019-01-17,0.02,0.5,0.73,1.85,0.59,3.7
2019-01-18,0.02,0.5,0.73,1.85,0.62,3.72
2019-01-19,0.02,0.48,0.66,1.66,0.56,3.38
2019-01-20,0.02,0.46,0.62,1.58,0.56,3.24
2019-01-21,0.02,0.49,0.71,1.79,0.62,3.63
2019-01-22,0.02,0.49,0.73,1.85,0.62,3.72
2019-01-23,0.02,0.49,0.72,1.84,0.55,3.63
2019-01-24,0.02,0.5,0.73,1.86,0.63,3.74
2019-01-25,0.02,0.5,0.75,1.89,0.61,3.77
2019-01-26,0.02,0.48,0.71,1.8,0.69,3.7
2019-01-27,0.02,0.46,0.66,1.66,0.65,3.44
2019-01-28,0.02,0.49,0.76,1.92,0.58,3.77
2019-01-29,0.02,0.49,0.74,1.88,0.64,3.79
2019-01-30,0.02,0.49,0.74,1.87,0.57,3.7
2019-01-31,0.02,0.5,0.77,1.96,0.62,3.88
2019-02-01,0.02,0.5,0.89,1.88,0.69,3.99
2019-02-02,0.02,0.48,0.77,1.64,0.59,3.51
2019-02-03,0.02,0.46,0.71,1.52,0.45,3.17
2019-02-04,0.02,0.49,0.74,1.58,0.51,3.35
2019-02-05,0.02,0.49,0.81,1.72,0.55,3.59
2019-02-06,0.02,0.49,0.88,1.86,0.56,3.81
2019-02-07,0.02,0.5,0.82,1.73,0.49,3.56
2019-02-08,0.02,0.5,0.86,1.83,0.68,3.89
2019-02-09,0.02,0.48,0.87,1.85,0.71,3.94
2019-02-10,0.02,0.46,0.75,1.6,0.68,3.52
2019-02-11,0.02,0.49,0.85,1.81,0.66,3.84
2019-02-12,0.02,0.47,0.86,1.83,0.63,3.82
2019-02-13,0.02,0.49,0.87,1.84,0.63,3.86
2019-02-14,0.02,0.5,0.9,1.91,0.68,4.01
2019-02-15,0.02,0.5,0.93,1.97,0.62,4.04
2019-02-16,0.02,0.48,0.78,1.66,0.59,3.54
2019-02-17,0.02,0.46,0.7,1.5,0.62,3.31
2019-02-18,0.02,0.49,0.79,1.67,0.52,3.49
2019-02-19,0.02,0.49,0.86,1.82,0.45,3.64
2019-02-20,0.02,0.49,0.75,1.59,0.44,3.29
2019-02-21,0.02,0.5,0.75,1.6,0.53,3.4
2019-02-22,0.02,0.5,0.76,1.61,0.49,3.38
2019-02-23,0.03,0.48,0.66,1.41,0.55,3.14
2019-02-24,0.02,0.46,0.63,1.34,0.49,2.95
2019-02-25,0.02,0.49,0.71,1.51,0.43,3.17
2019-02-26,0.02,0.49,0.72,1.53,0.52,3.29
2019-02-27,0.02,0.49,0.79,1.67,0.5,3.47
2019-02-28,0.02,0.5,0.82,1.74,0.5,3.59
2019-03-01,0.02,0.5,0.86,1.55,0.48,3.42
2019-03-02,0.02,0.48,0.77,1.38,0.47,3.13
2019-03-03,0.02,0.46,0.81,1.45,0.48,3.22
2019-03-04,0.02,0.49,0.93,1.66,0.5,3.6
2019-03-05,0.02,0.49,0.84,1.5,0.42,3.27
2019-03-06,0.02,0.49,0.9,1.61,0.41,3.44
2019-03-07,0.02,0.5,0.9,1.62,0.53,3.58
2019-03-08,0.02,0.5,0.85,1.53,0.56,3.47
2019-03-09,0.02,0.48,0.74,1.33,0.41,2.99
2019-03-10,0.02,0.46,0.72,1.29,0.38,2.87
2019-03-11,0.02,0.49,0.8,1.43,0.42,3.17
2019-03-12,0.02,0.49,0.79,1.42,0.43,3.16
2019-03-13,0.02,0.49,0.8,1.44,0.52,3.28
2019-03-14,0.02,0.5,0.86,1.54,0.55,3.48
2019-03-15,0.02,0.5,0.84,1.51,0.49,3.37
2019-03-16,0.02,0.48,0.77,1.39,0.52,3.2
2019-03-17,0.02,0.44,0.74,1.34,0.54,3.09
2019-03-18,0.02,0.49,0.81,1.46,0.44,3.23
2019-03-19,0.02,0.49,0.84,1.5,0.4,3.25
2019-03-20,0.02,0.49,0.76,1.36,0.27,2.91
2019-03-21,0.02,0.49,0.74,1.33,0.24,2.84
2019-03-22,0.02,0.49,0.73,1.32,0.43,3.0
2019-03-23,0.02,0.48,0.77,1.38,0.59,3.24
2019-03-24,0.03,0.46,0.71,1.27,0.53,2.99
2019-03-25,0.03,0.49,0.81,1.46,0.42,3.21
2019-03-26,0.02,0.49,0.78,1.4,0.39,3.09
2019-03-27,0.02,0.49,0.75,1.34,0.29,2.89
2019-03-28,0.02,0.49,0.77,1.38,0.44,3.11
2019-03-29,0.03,0.5,0.79,1.41,0.44,3.16
2019-03-30,0.03,0.48,0.77,1.38,0.43,3.08
2019-03-31,0.02,0.45,0.67,1.2,0.49,2.83
2019-04-01,0.02,0.49,0.85,1.43,0.55,3.34
2019-04-02,0.02,0.49,0.92,1.55,0.56,3.55
2019-04-03,0.02,0.49,0.91,1.54,0.53,3.5
2019-04-04,0.02,0.5,0.85,1.43,0.39,3.19
2019-04-05,0.02,0.5,0.79,1.34,0.28,2.94
2019-04-06,0.02,0.49,0.67,1.13,0.3,2.62
2019-04-07,0.02,0.45,0.64,1.08,0.28,2.47
2019-04-08,0.02,0.49,0.77,1.3,0.41,2.99
2019-04-09,0.02,0.49,0.81,1.37,0.4,3.1
2019-04-10,0.02,0.49,0.95,1.61,0.51,3.59
2019-04-11,0.01,0.5,0.88,1.49,0.43,3.32
2019-04-12,0.02,0.5,0.88,1.49,0.45,3.35
2019-04-13,0.02,0.49,0.71,1.21,0.34,2.77
2019-04-14,0.02,0.45,0.7,1.18,0.3,2.66
2019-04-15,0.02,0.49,0.73,1.23,0.34,2.81
2019-04-16,0.02,0.5,0.74,1.25,0.27,2.78
2019-04-17,0.02,0.49,0.78,1.32,0.26,2.87
2019-04-18,0.02,0.5,0.72,1.22,0.19,2.65
2019-04-19,0.02,0.5,0.74,1.25,0.26,2.78
2019-04-20,0.02,0.49,0.62,1.06,0.26,2.46
2019-04-21,0.02,0.45,0.6,1.02,0.18,2.28
2019-04-22,0.02,0.49,0.69,1.17,0.18,2.55
2019-04-23,0.02,0.5,0.74,1.25,0.16,2.67
2019-04-24,0.02,0.49,0.79,1.34,0.15,2.8
2019-04-25,0.02,0.5,0.75,1.28,0.17,2.72
2019-04-26,0.03,0.5,0.74,1.26,0.34,2.87
2019-04-27,0.03,0.49,0.63,1.07,0.43,2.65
2019-04-28,0.03,0.45,0.56,0.95,0.31,2.3
2019-04-29,0.03,0.49,0.6,1.02,0.26,2.39
2019-04-30,0.03,0.5,0.63,1.06,0.22,2.43
2019-05-01,0.03,0.49,0.61,0.97,0.2,2.3
2019-05-02,0.03,0.5,0.52,0.84,0.2,2.08
2019-05-03,0.03,0.5,0.51,0.81,0.16,2.01
2019-05-04,0.03,0.49,0.51,0.81,0.18,2.02
2019-05-05,0.03,0.45,0.52,0.82,0.14,1.95
2019-05-06,0.03,0.49,0.61,0.97,0.2,2.29
2019-05-07,0.02,0.5,0.68,1.08,0.32,2.6
2019-05-08,0.02,0.49,0.71,1.13,0.18,2.55
2019-05-09,0.02,0.5,0.76,1.22,0.17,2.67
2019-05-10,0.02,0.5,0.72,1.15,0.15,2.55
2019-05-11,0.02,0.49,0.66,1.05,0.15,2.38
2019-05-12,0.02,0.45,0.61,0.98,0.18,2.25
2019-05-13,0.02,0.49,0.73,1.17,0.15,2.57
2019-05-14,0.02,0.5,0.82,1.32,0.16,2.82
2019-05-15,0.02,0.49,0.77,1.23,0.14,2.67
2019-05-16,0.02,0.5,0.77,1.22,0.13,2.64
2019-05-17,0.02,0.5,0.76,1.22,0.13,2.64
2019-05-18,0.02,0.49,0.7,1.12,0.13,2.47
2019-05-19,0.02,0.45,0.64,1.02,0.13,2.25
2019-05-20,0.02,0.49,0.78,1.24,0.13,2.66
2019-05-21,0.02,0.5,0.78,1.25,0.15,2.7
2019-05-22,0.02,0.49,0.71,1.13,0.13,2.5
2019-05-23,0.02,0.5,0.72,1.15,0.12,2.52
2019-05-24,0.03,0.5,0.74,1.18,0.12,2.57
2019-05-25,0.03,0.49,0.68,1.08,0.11,2.38
2019-05-26,0.02,0.45,0.67,1.06,0.11,2.32
2019-05-27,0.02,0.49,0.83,1.32,0.11,2.78
2019-05-28,0.02,0.49,0.87,1.4,0.13,2.92
2019-05-29,0.02,0.49,0.78,1.24,0.14,2.68
2019-05-30,0.02,0.5,0.74,1.19,0.12,2.57
2019-05-31,0.03,0.5,0.82,1.3,0.13,2.78
2019-06-01,0.02,0.49,0.64,1.08,0.13,2.36
2019-06-02,0.02,0.45,0.64,1.08,0.13,2.33
2019-06-03,0.03,0.49,0.73,1.24,0.12,2.61
2019-06-04,0.02,0.49,0.79,1.34,0.12,2.77
2019-06-05,0.02,0.49,0.81,1.37,0.12,2.82
2019-06-06,0.02,0.5,0.81,1.37,0.12,2.82
2019-06-07,0.02,0.5,0.85,1.44,0.13,2.95
2019-06-08,0.02,0.49,0.69,1.17,0.13,2.51
2019-06-09,0.02,0.45,0.63,1.07,0.15,2.33
2019-06-10,0.02,0.49,0.77,1.3,0.16,2.74
2019-06-11,0.02,0.49,0.75,1.26,0.14,2.66
2019-06-12,0.02,0.49,0.74,1.25,0.14,2.66
2019-06-13,0.02,0.5,0.74,1.24,0.12,2.63
2019-06-14,0.02,0.5,0.78,1.32,0.12,2.75
2019-06-15,0.02,0.49,0.7,1.18,0.14,2.53
2019-06-16,0.02,0.45,0.58,0.98,0.14,2.18
2019-06-17,0.03,0.49,0.67,1.13,0.14,2.46
2019-06-18,0.02,0.49,0.76,1.27,0.13,2.67
2019-06-19,0.02,0.49,0.77,1.3,0.12,2.71
2019-06-20,0.02,0.5,0.8,1.35,0.12,2.79
2019-06-21,0.02,0.5,0.83,1.4,0.12,2.88
2019-06-22,0.02,0.49,0.72,1.22,0.12,2.58
2019-06-23,0.02,0.45,0.65,1.1,0.12,2.36
2019-06-24,0.02,0.49,0.77,1.3,0.13,2.71
2019-06-25,0.02,0.49,0.78,1.31,0.12,2.72
2019-06-26,0.02,0.49,0.83,1.4,0.12,2.87
2019-06-27,0.02,0.5,0.89,1.5,0.12,3.04
2019-06-28,0.02,0.5,0.87,1.47,0.12,2.99
2019-06-29,0.02,0.49,0.75,1.27,0.12,2.66
2019-06-30,0.02,0.45,0.7,1.18,0.12,2.48
2019-07-01,0.02,0.49,0.74,1.38,0.12,2.75
2019-07-02,0.02,0.49,0.75,1.41,0.12,2.79
2019-07-03,0.02,0.49,0.76,1.42,0.12,2.82
2019-07-04,0.03,0.5,0.76,1.41,0.12,2.81
2019-07-05,0.03,0.5,0.73,1.37,0.12,2.75
2019-07-06,0.03,0.49,0.62,1.17,0.12,2.42
2019-07-07,0.03,0.45,0.58,1.08,0.12,2.25
2019-07-08,0.02,0.49,0.71,1.33,0.12,2.67
2019-07-09,0.03,0.49,0.74,1.39,0.12,2.77
2019-07-10,0.03,0.49,0.73,1.36,0.12,2.72
2019-07-11,0.03,0.5,0.74,1.39,0.12,2.77
2019-07-12,0.03,0.5,0.73,1.37,0.12,2.74
2019-07-13,0.03,0.49,0.65,1.22,0.11,2.51
2019-07-14,0.03,0.45,0.62,1.15,0.11,2.36
2019-07-15,0.03,0.49,0.65,1.21,0.11,2.49
2019-07-16,0.03,0.49,0.75,1.41,0.11,2.8
2019-07-17,0.03,0.49,0.79,1.47,0.11,2.89
2019-07-18,0.02,0.5,0.84,1.56,0.11,3.04
2019-07-19,0.03,0.5,0.83,1.54,0.11,3.01
2019-07-20,0.03,0.49,0.73,1.37,0.11,2.73
2019-07-21,0.03,0.45,0.69,1.28,0.11,2.56
2019-07-22,0.03,0.49,0.81,1.51,0.11,2.95
2019-07-23,0.03,0.49,0.82,1.54,0.11,3.0
2019-07-24,0.03,0.49,0.85,1.58,0.11,3.06
2019-07-25,0.03,0.5,0.88,1.64,0.11,3.15
2019-07-26,0.03,0.5,0.88,1.65,0.11,3.17
2019-07-27,0.03,0.49,0.77,1.45,0.11,2.85
2019-07-28,0.03,0.45,0.71,1.33,0.11,2.64
2019-07-29,0.03,0.49,0.91,1.7,0.11,3.23
2019-07-30,0.03,0.49,0.95,1.78,0.11,3.36
2019-07-31,0.03,0.49,0.98,1.82,0.11,3.43
2019-08-01,0.03,0.5,0.77,1.88,0.11,3.29
2019-08-02,0.03,0.5,0.79,1.91,0.11,3.34
2019-08-03,0.03,0.49,0.69,1.66,0.11,2.98
2019-08-04,0.03,0.45,0.63,1.52,0.11,2.74
2019-08-05,0.02,0.49,0.74,1.8,0.11,3.18
2019-08-06,0.02,0.49,0.79,1.92,0.11,3.34
2019-08-07,0.03,0.49,0.78,1.89,0.11,3.3
2019-08-08,0.02,0.5,0.78,1.88,0.11,3.29
2019-08-09,0.03,0.5,0.75,1.83,0.11,3.23
2019-08-10,0.03,0.49,0.64,1.56,0.11,2.84
2019-08-11,0.03,0.45,0.59,1.43,0.11,2.62
2019-08-12,0.03,0.49,0.6,1.44,0.11,2.67
2019-08-13,0.03,0.49,0.62,1.5,0.11,2.76
2019-08-14,0.02,0.49,0.62,1.49,0.11,2.74
2019-08-15,0.02,0.5,0.59,1.43,0.11,2.64
2019-08-16,0.03,0.5,0.61,1.47,0.11,2.73
2019-08-17,0.03,0.49,0.59,1.43,0.11,2.65
2019-08-18,0.03,0.45,0.59,1.44,0.11,2.63
2019-08-19,0.03,0.49,0.71,1.72,0.11,3.06
2019-08-20,0.03,0.49,0.72,1.74,0.11,3.09
2019-08-21,0.03,0.49,0.71,1.72,0.11,3.06
2019-08-22,0.03,0.5,0.71,1.73,0.11,3.08
2019-08-23,0.03,0.5,0.69,1.67,0.11,3.0
2019-08-24,0.03,0.49,0.56,1.36,0.11,2.56
2019-08-25,0.03,0.45,0.51,1.23,0.12,2.33
2019-08-26,0.03,0.49,0.61,1.47,0.11,2.71
2019-08-27,0.03,0.49,0.65,1.58,0.11,2.86
2019-08-28,0.03,0.49,0.66,1.6,0.11,2.89
2019-08-29,0.03,0.5,0.67,1.63,0.11,2.94
2019-08-30,0.03,0.5,0.66,1.59,0.11,2.89
2019-08-31,0.03,0.49,0.54,1.31,0.11,2.48
2019-09-01,0.03,0.45,0.66,1.25,0.12,2.5
2019-09-02,0.02,0.49,0.82,1.56,0.12,3.0
2019-09-03,0.03,0.49,0.86,1.64,0.12,3.13
2019-09-04,0.02,0.49,0.84,1.6,0.12,3.07
2019-09-05,0.02,0.5,0.84,1.6,0.12,3.08
2019-09-06,0.03,0.5,0.87,1.67,0.12,3.19
2019-09-07,0.03,0.49,0.79,1.51,0.12,2.93
2019-09-08,0.02,0.45,0.77,1.48,0.12,2.84
2019-09-09,0.02,0.49,0.92,1.76,0.12,3.31
2019-09-10,0.03,0.49,0.98,1.88,0.12,3.5
2019-09-11,0.03,0.49,0.98,1.87,0.12,3.49
2019-09-12,0.02,0.5,0.83,1.59,0.12,3.07
2019-09-13,0.03,0.5,0.79,1.51,0.12,2.95
2019-09-14,0.03,0.49,0.68,1.3,0.12,2.61
2019-09-15,0.03,0.45,0.66,1.27,0.12,2.53
2019-09-16,0.03,0.49,0.74,1.42,0.12,2.8
2019-09-17,0.03,0.49,0.81,1.54,0.12,2.98
2019-09-18,0.03,0.49,0.8,1.52,0.12,2.96
2019-09-19,0.03,0.5,0.71,1.36,0.13,2.73
2019-09-20,0.02,0.5,0.72,1.38,0.13,2.77
2019-09-21,0.02,0.49,0.67,1.29,0.13,2.6
2019-09-22,0.02,0.45,0.63,1.2,0.12,2.43
2019-09-23,0.03,0.49,0.71,1.36,0.12,2.72
2019-09-24,0.03,0.49,0.77,1.46,0.12,2.87
2019-09-25,0.03,0.49,0.72,1.38,0.13,2.76
2019-09-26,0.03,0.5,0.74,1.41,0.12,2.8
2019-09-27,0.03,0.5,0.77,1.47,0.12,2.89
2019-09-28,0.03,0.49,0.71,1.36,0.12,2.71
2019-09-29,0.02,0.45,0.67,1.27,0.12,2.53
2019-09-30,0.02,0.49,0.78,1.5,0.12,2.91
2019-10-01,0.02,0.49,0.86,1.56,0.12,3.05
2019-10-02,0.02,0.49,0.87,1.57,0.11,3.08
2019-10-03,0.02,0.5,0.87,1.57,0.11,3.07
2019-10-04,0.02,0.5,0.85,1.53,0.12,3.02
2019-10-05,0.03,0.49,0.69,1.24,0.13,2.57
2019-10-06,0.03,0.45,0.64,1.15,0.14,2.42
2019-10-07,0.03,0.49,0.76,1.37,0.13,2.78
2019-10-08,0.03,0.49,0.81,1.45,0.13,2.91
2019-10-09,0.03,0.49,0.71,1.27,0.16,2.66
2019-10-10,0.03,0.5,0.73,1.31,0.13,2.69
2019-10-11,0.02,0.5,0.78,1.4,0.12,2.83
2019-10-12,0.0,0.49,0.64,1.15,0.13,2.42
2019-10-13,0.02,0.45,0.55,0.99,0.15,2.16
2019-10-14,0.03,0.49,0.66,1.19,0.17,2.54
2019-10-15,0.03,0.49,0.71,1.27,0.21,2.7
2019-10-16,0.03,0.49,0.7,1.27,0.22,2.72
2019-10-17,0.03,0.5,0.75,1.34,0.17,2.79
2019-10-18,0.03,0.5,0.78,1.4,0.17,2.88
2019-10-19,0.02,0.49,0.69,1.25,0.14,2.6
2019-10-20,0.03,0.45,0.59,1.06,0.15,2.28
2019-10-21,0.02,0.49,0.69,1.23,0.16,2.6
2019-10-22,0.03,0.46,0.66,1.2,0.19,2.54
2019-10-23,0.03,0.5,0.71,1.28,0.14,2.66
2019-10-24,0.02,0.5,0.77,1.39,0.17,2.86
2019-10-25,0.03,0.51,0.77,1.38,0.19,2.87
2019-10-26,0.03,0.49,0.64,1.15,0.15,2.46
2019-10-27,0.03,0.45,0.57,1.03,0.2,2.28
2019-10-28,0.02,0.5,0.66,1.18,0.2,2.57
2019-10-29,0.02,0.5,0.76,1.38,0.25,2.92
2019-10-30,0.02,0.49,0.69,1.25,0.21,2.67
2019-10-31,0.02,0.5,0.69,1.25,0.22,2.68
2019-11-01,0.03,0.5,0.65,1.21,0.22,2.61
2019-11-02,0.03,0.5,0.6,1.11,0.26,2.49
2019-11-03,0.02,0.47,0.59,1.1,0.24,2.42
2019-11-04,0.03,0.48,0.62,1.14,0.32,2.58
2019-11-05,0.02,0.5,0.69,1.27,0.33,2.81
2019-11-06,0.02,0.49,0.71,1.31,0.32,2.85
2019-11-07,0.02,0.49,0.74,1.37,0.27,2.89
2019-11-08,0.03,0.5,0.71,1.31,0.33,2.88
2019-11-09,0.03,0.48,0.65,1.2,0.33,2.69
2019-11-10,0.02,0.45,0.61,1.13,0.31,2.53
2019-11-11,0.02,0.49,0.74,1.38,0.29,2.93
2019-11-12,0.02,0.49,0.72,1.34,0.28,2.86
2019-11-13,0.02,0.49,0.76,1.4,0.24,2.91
2019-11-14,0.02,0.5,0.75,1.38,0.38,3.04
2019-11-15,0.02,0.5,0.75,1.39,0.41,3.08
2019-11-16,0.02,0.49,0.67,1.25,0.35,2.79
2019-11-17,0.03,0.47,0.63,1.16,0.32,2.6
2019-11-18,0.02,0.5,0.76,1.41,0.23,2.92
2019-11-19,0.02,0.5,0.75,1.39,0.38,3.05
2019-11-20,0.02,0.5,0.78,1.45,0.47,3.24
2019-11-21,0.02,0.5,0.81,1.49,0.44,3.27
2019-11-22,0.02,0.51,0.89,1.65,0.4,3.47
2019-11-23,0.02,0.49,0.72,1.33,0.28,2.85
2019-11-24,0.02,0.47,0.68,1.25,0.21,2.63
2019-11-25,0.02,0.5,0.77,1.42,0.31,3.02
2019-11-26,0.02,0.5,0.84,1.56,0.43,3.35
2019-11-27,0.02,0.5,0.88,1.63,0.38,3.41
2019-11-28,0.02,0.5,0.9,1.67,0.55,3.66
2019-11-29,0.02,0.51,0.88,1.63,0.56,3.61
2019-11-30,0.02,0.5,0.8,1.48,0.54,3.33
2019-12-01,0.02,0.47,0.63,1.39,0.39,2.89
2019-12-02,0.02,0.5,0.73,1.62,0.38,3.26
2019-12-03,0.02,0.5,0.72,1.59,0.5,3.33
2019-12-04,0.02,0.5,0.74,1.63,0.51,3.4
2019-12-05,0.02,0.5,0.77,1.7,0.52,3.52
2019-12-06,0.02,0.5,0.81,1.78,0.57,3.68
2019-12-07,0.02,0.48,0.76,1.68,0.58,3.53
2019-12-08,0.02,0.47,0.65,1.45,0.55,3.15
2019-12-09,0.02,0.5,0.77,1.71,0.5,3.51
2019-12-10,0.02,0.5,0.76,1.68,0.42,3.38
2019-12-11,0.02,0.49,0.76,1.68,0.39,3.34
