date,Domestic Aviation,Ground Transport,Industry,Power,Residential,西班牙
2020-11-19,0.01,0.27,0.16,0.11,0.11,0.66
2020-11-20,0.01,0.28,0.13,0.1,0.12,0.64
2020-11-21,0.01,0.18,0.13,0.1,0.14,0.56
2020-11-22,0.01,0.17,0.16,0.12,0.14,0.6
2020-11-23,0.01,0.27,0.22,0.16,0.15,0.8
2020-11-24,0.0,0.27,0.22,0.16,0.15,0.8
2020-11-25,0.01,0.28,0.2,0.15,0.14,0.78
2020-11-26,0.0,0.29,0.18,0.13,0.12,0.73
2020-11-27,0.01,0.29,0.22,0.16,0.13,0.8
2020-11-28,0.01,0.22,0.19,0.14,0.13,0.68
2020-11-29,0.01,0.15,0.18,0.13,0.13,0.6
2020-11-30,0.01,0.28,0.21,0.15,0.13,0.78
2020-12-01,0.01,0.28,0.21,0.14,0.14,0.77
2020-12-02,0.01,0.28,0.19,0.12,0.15,0.75
2020-12-03,0.01,0.29,0.2,0.13,0.16,0.79
2020-12-04,0.01,0.29,0.19,0.12,0.16,0.77
2020-12-05,0.01,0.21,0.16,0.1,0.18,0.66
2020-12-06,0.01,0.16,0.15,0.1,0.17,0.59
2020-12-07,0.01,0.22,0.13,0.08,0.14,0.58
2020-12-08,0.01,0.16,0.13,0.09,0.15,0.53
2020-12-09,0.01,0.29,0.2,0.13,0.16,0.79
2020-12-10,0.01,0.29,0.16,0.1,0.13,0.68
2020-12-11,0.01,0.3,0.13,0.08,0.11,0.62
2020-12-12,0.01,0.23,0.12,0.08,0.11,0.55
2020-12-13,0.01,0.15,0.14,0.09,0.13,0.53
2020-12-14,0.01,0.29,0.2,0.13,0.13,0.75
2020-12-15,0.01,0.29,0.2,0.13,0.13,0.76
2020-12-16,0.01,0.29,0.21,0.14,0.14,0.8
2020-12-17,0.01,0.29,0.25,0.16,0.14,0.86
2020-12-18,0.01,0.3,0.21,0.13,0.14,0.79
2020-12-19,0.01,0.23,0.16,0.1,0.14,0.65
2020-12-20,0.01,0.18,0.14,0.09,0.14,0.56
2020-12-21,0.01,0.29,0.18,0.12,0.14,0.74
2020-12-22,0.01,0.29,0.17,0.11,0.13,0.71
2020-12-23,0.01,0.29,0.17,0.11,0.13,0.71
2020-12-24,0.01,0.22,0.13,0.09,0.14,0.59
2020-12-25,0.01,0.14,0.1,0.07,0.17,0.48
2020-12-26,0.01,0.21,0.1,0.07,0.18,0.57
2020-12-27,0.01,0.16,0.1,0.06,0.18,0.51
2020-12-28,0.01,0.26,0.09,0.06,0.16,0.58
2020-12-29,0.01,0.27,0.11,0.07,0.17,0.63
2020-12-30,0.01,0.27,0.16,0.1,0.18,0.72
2020-12-31,0.01,0.21,0.12,0.08,0.18,0.59
2021-01-01,0.01,0.13,0.1,0.07,0.18,0.49
2021-01-02,0.01,0.22,0.13,0.08,0.2,0.64
2021-01-03,0.01,0.16,0.14,0.09,0.2,0.59
2021-01-04,0.01,0.28,0.2,0.13,0.2,0.82
2021-01-05,0.01,0.27,0.2,0.13,0.2,0.82
2021-01-06,0.01,0.15,0.18,0.12,0.21,0.67
2021-01-07,0.01,0.27,0.25,0.16,0.2,0.89
2021-01-08,0.01,0.29,0.18,0.12,0.2,0.8
2021-01-09,0.01,0.24,0.15,0.1,0.2,0.69
2021-01-10,0.01,0.18,0.14,0.09,0.2,0.62
2021-01-11,0.0,0.29,0.17,0.11,0.2,0.78
2021-01-12,0.0,0.29,0.23,0.15,0.21,0.88
2021-01-13,0.0,0.28,0.23,0.15,0.2,0.86
2021-01-14,0.01,0.28,0.2,0.13,0.19,0.8
2021-01-15,0.01,0.29,0.2,0.13,0.18,0.81
2021-01-16,0.01,0.22,0.17,0.11,0.18,0.69
2021-01-17,0.01,0.17,0.16,0.11,0.17,0.61
2021-01-18,0.01,0.28,0.25,0.16,0.17,0.87
2021-01-19,0.0,0.27,0.2,0.13,0.18,0.78
2021-01-20,0.01,0.27,0.12,0.08,0.16,0.64
2021-01-21,0.01,0.27,0.12,0.08,0.13,0.6
2021-01-22,0.01,0.27,0.11,0.07,0.13,0.59
2021-01-23,0.0,0.17,0.1,0.06,0.14,0.48
2021-01-24,0.01,0.13,0.1,0.06,0.13,0.42
2021-01-25,0.01,0.27,0.15,0.09,0.13,0.64
2021-01-26,0.0,0.26,0.17,0.11,0.12,0.67
2021-01-27,0.0,0.26,0.14,0.09,0.11,0.6
2021-01-28,0.01,0.26,0.13,0.08,0.11,0.58
2021-01-29,0.01,0.26,0.12,0.08,0.11,0.57
2021-01-30,0.0,0.16,0.08,0.05,0.12,0.42
2021-01-31,0.01,0.11,0.08,0.05,0.12,0.36
2021-02-01,0.01,0.26,0.15,0.06,0.11,0.58
2021-02-02,0.0,0.25,0.16,0.07,0.12,0.61
2021-02-03,0.0,0.26,0.18,0.07,0.13,0.64
2021-02-04,0.0,0.26,0.26,0.1,0.13,0.76
2021-02-05,0.01,0.27,0.22,0.09,0.13,0.71
2021-02-06,0.0,0.16,0.17,0.07,0.14,0.55
2021-02-07,0.01,0.11,0.14,0.06,0.16,0.47
2021-02-08,0.0,0.27,0.14,0.06,0.15,0.61
2021-02-09,0.0,0.26,0.13,0.05,0.15,0.6
2021-02-10,0.0,0.26,0.18,0.07,0.14,0.66
2021-02-11,0.0,0.27,0.23,0.09,0.13,0.72
2021-02-12,0.01,0.27,0.17,0.07,0.12,0.64
2021-02-13,0.0,0.17,0.16,0.07,0.14,0.54
2021-02-14,0.01,0.12,0.15,0.06,0.14,0.48
2021-02-15,0.01,0.25,0.15,0.06,0.14,0.6
2021-02-16,0.0,0.25,0.18,0.07,0.14,0.65
2021-02-17,0.01,0.27,0.21,0.08,0.13,0.7
2021-02-18,0.01,0.27,0.19,0.08,0.14,0.69
2021-02-19,0.01,0.28,0.17,0.07,0.13,0.66
2021-02-20,0.0,0.2,0.13,0.05,0.13,0.5
2021-02-21,0.01,0.13,0.15,0.06,0.14,0.48
2021-02-22,0.01,0.27,0.22,0.09,0.15,0.74
2021-02-23,0.0,0.28,0.19,0.08,0.14,0.69
2021-02-24,0.0,0.28,0.17,0.07,0.13,0.64
2021-02-25,0.01,0.28,0.22,0.09,0.14,0.73
2021-02-26,0.01,0.29,0.22,0.09,0.13,0.73
2021-02-27,0.0,0.21,0.16,0.07,0.14,0.59
2021-02-28,0.01,0.13,0.15,0.06,0.14,0.48
2021-03-01,0.01,0.25,0.15,0.08,0.13,0.62
2021-03-02,0.0,0.28,0.2,0.1,0.12,0.71
2021-03-03,0.0,0.28,0.21,0.11,0.12,0.73
2021-03-04,0.01,0.29,0.2,0.1,0.13,0.72
2021-03-05,0.01,0.29,0.17,0.09,0.13,0.69
2021-03-06,0.0,0.22,0.14,0.07,0.13,0.58
2021-03-07,0.01,0.14,0.16,0.08,0.14,0.52
2021-03-08,0.01,0.29,0.18,0.1,0.14,0.72
2021-03-09,0.0,0.28,0.2,0.1,0.15,0.74
2021-03-10,0.0,0.28,0.17,0.09,0.14,0.7
2021-03-11,0.01,0.29,0.14,0.07,0.12,0.62
2021-03-12,0.01,0.3,0.15,0.08,0.12,0.65
2021-03-13,0.0,0.23,0.13,0.07,0.13,0.55
2021-03-14,0.01,0.17,0.13,0.07,0.13,0.5
2021-03-15,0.01,0.29,0.15,0.08,0.13,0.65
2021-03-16,0.0,0.29,0.13,0.07,0.12,0.61
2021-03-17,0.0,0.29,0.11,0.06,0.12,0.57
2021-03-18,0.01,0.3,0.12,0.06,0.14,0.63
2021-03-19,0.01,0.24,0.12,0.06,0.16,0.59
2021-03-20,0.0,0.21,0.11,0.06,0.16,0.54
2021-03-21,0.01,0.15,0.12,0.06,0.15,0.49
2021-03-22,0.01,0.28,0.17,0.09,0.14,0.68
2021-03-23,0.01,0.29,0.22,0.11,0.13,0.75
2021-03-24,0.01,0.29,0.21,0.11,0.12,0.73
2021-03-25,0.01,0.29,0.21,0.11,0.12,0.73
2021-03-26,0.01,0.29,0.19,0.1,0.11,0.7
2021-03-27,0.01,0.22,0.16,0.08,0.11,0.58
2021-03-28,0.01,0.15,0.15,0.08,0.11,0.49
2021-03-29,0.01,0.26,0.16,0.09,0.1,0.61
2021-03-30,0.01,0.27,0.16,0.08,0.09,0.61
2021-03-31,0.01,0.27,0.16,0.08,0.09,0.62
2021-04-01,0.01,0.2,0.14,0.09,0.09,0.52
2021-04-02,0.01,0.15,0.15,0.1,0.1,0.51
2021-04-03,0.01,0.2,0.11,0.07,0.1,0.5
2021-04-04,0.01,0.14,0.1,0.07,0.11,0.44
2021-04-05,0.01,0.25,0.11,0.07,0.11,0.55
2021-04-06,0.01,0.28,0.13,0.08,0.11,0.61
2021-04-07,0.01,0.29,0.15,0.1,0.12,0.66
2021-04-08,0.01,0.28,0.18,0.12,0.12,0.7
2021-04-09,0.01,0.29,0.2,0.13,0.12,0.75
2021-04-10,0.01,0.2,0.15,0.1,0.11,0.58
2021-04-11,0.01,0.14,0.13,0.08,0.11,0.47
2021-04-12,0.01,0.28,0.15,0.1,0.12,0.65
2021-04-13,0.01,0.29,0.23,0.15,0.11,0.79
2021-04-14,0.01,0.29,0.21,0.14,0.11,0.76
2021-04-15,0.01,0.29,0.2,0.13,0.12,0.74
2021-04-16,0.01,0.3,0.17,0.11,0.13,0.71
2021-04-17,0.01,0.21,0.13,0.08,0.14,0.57
2021-04-18,0.01,0.14,0.14,0.09,0.12,0.5
2021-04-19,0.01,0.28,0.22,0.15,0.11,0.77
2021-04-20,0.01,0.29,0.23,0.15,0.11,0.78
2021-04-21,0.01,0.28,0.23,0.15,0.11,0.78
2021-04-22,0.01,0.3,0.21,0.14,0.11,0.76
2021-04-23,0.01,0.29,0.15,0.1,0.1,0.65
2021-04-24,0.01,0.22,0.12,0.08,0.1,0.53
2021-04-25,0.01,0.15,0.14,0.09,0.1,0.49
2021-04-26,0.01,0.3,0.21,0.14,0.1,0.75
2021-04-27,0.01,0.29,0.22,0.14,0.1,0.76
2021-04-28,0.01,0.29,0.2,0.13,0.1,0.73
2021-04-29,0.01,0.3,0.19,0.12,0.11,0.72
2021-04-30,0.01,0.3,0.2,0.13,0.11,0.75
2021-05-01,0.01,0.19,0.15,0.08,0.11,0.54
2021-05-02,0.01,0.18,0.17,0.1,0.11,0.57
2021-05-03,0.01,0.26,0.19,0.11,0.11,0.68
2021-05-04,0.01,0.29,0.19,0.11,0.09,0.68
2021-05-05,0.01,0.29,0.16,0.09,0.08,0.63
2021-05-06,0.01,0.3,0.17,0.09,0.07,0.64
2021-05-07,0.01,0.3,0.17,0.09,0.07,0.64
2021-05-08,0.01,0.23,0.13,0.07,0.06,0.5
2021-05-09,0.01,0.16,0.11,0.06,0.08,0.42
2021-05-10,0.01,0.29,0.14,0.08,0.1,0.61
2021-05-11,0.01,0.29,0.13,0.07,0.1,0.61
2021-05-12,0.01,0.29,0.13,0.07,0.09,0.59
2021-05-13,0.01,0.29,0.13,0.07,0.09,0.6
2021-05-14,0.01,0.3,0.14,0.08,0.08,0.62
2021-05-15,0.01,0.22,0.12,0.07,0.07,0.49
2021-05-16,0.01,0.16,0.12,0.06,0.07,0.42
2021-05-17,0.01,0.28,0.17,0.09,0.08,0.62
2021-05-18,0.01,0.29,0.16,0.09,0.07,0.63
2021-05-19,0.01,0.29,0.17,0.1,0.08,0.65
2021-05-20,0.01,0.3,0.2,0.11,0.07,0.69
2021-05-21,0.01,0.3,0.16,0.09,0.07,0.64
2021-05-22,0.01,0.22,0.15,0.09,0.08,0.55
2021-05-23,0.01,0.15,0.16,0.09,0.1,0.51
2021-05-24,0.01,0.28,0.15,0.08,0.08,0.6
2021-05-25,0.01,0.29,0.18,0.1,0.08,0.65
2021-05-26,0.01,0.29,0.21,0.11,0.07,0.69
2021-05-27,0.01,0.29,0.24,0.14,0.07,0.75
2021-05-28,0.01,0.3,0.25,0.14,0.06,0.76
2021-05-29,0.01,0.22,0.18,0.1,0.06,0.57
2021-05-30,0.01,0.16,0.16,0.09,0.06,0.48
2021-05-31,0.01,0.29,0.23,0.12,0.06,0.71
2021-06-01,0.01,0.29,0.19,0.13,0.07,0.69
2021-06-02,0.01,0.3,0.21,0.15,0.07,0.73
2021-06-03,0.01,0.28,0.17,0.12,0.07,0.65
2021-06-04,0.01,0.3,0.18,0.13,0.07,0.69
2021-06-05,0.01,0.22,0.16,0.11,0.07,0.57
2021-06-06,0.01,0.17,0.13,0.09,0.07,0.46
2021-06-07,0.01,0.29,0.19,0.13,0.06,0.68
2021-06-08,0.01,0.28,0.19,0.14,0.06,0.68
2021-06-09,0.01,0.27,0.18,0.13,0.06,0.65
2021-06-10,0.01,0.29,0.18,0.13,0.06,0.67
2021-06-11,0.01,0.29,0.15,0.11,0.06,0.63
2021-06-12,0.01,0.18,0.12,0.08,0.06,0.46
2021-06-13,0.01,0.14,0.15,0.11,0.06,0.47
2021-06-14,0.01,0.28,0.2,0.14,0.06,0.69
2021-06-15,0.01,0.28,0.2,0.14,0.06,0.7
2021-06-16,0.01,0.28,0.22,0.16,0.06,0.74
2021-06-17,0.01,0.29,0.24,0.17,0.07,0.77
2021-06-18,0.01,0.29,0.21,0.15,0.07,0.73
2021-06-19,0.01,0.18,0.18,0.12,0.07,0.56
2021-06-20,0.01,0.12,0.1,0.07,0.07,0.38
2021-06-21,0.01,0.28,0.16,0.11,0.07,0.63
2021-06-22,0.01,0.28,0.19,0.13,0.07,0.68
2021-06-23,0.01,0.27,0.18,0.12,0.07,0.65
2021-06-24,0.01,0.23,0.14,0.1,0.07,0.54
2021-06-25,0.02,0.27,0.15,0.11,0.06,0.6
2021-06-26,0.01,0.17,0.12,0.08,0.06,0.44
2021-06-27,0.02,0.13,0.11,0.08,0.07,0.4
2021-06-28,0.01,0.26,0.14,0.1,0.07,0.59
2021-06-29,0.01,0.27,0.19,0.13,0.07,0.67
2021-06-30,0.01,0.27,0.18,0.13,0.06,0.66
2021-07-01,0.02,0.28,0.21,0.14,0.06,0.7
2021-07-02,0.02,0.27,0.2,0.14,0.06,0.69
2021-07-03,0.02,0.16,0.13,0.09,0.06,0.45
2021-07-04,0.02,0.11,0.12,0.08,0.06,0.38
2021-07-05,0.02,0.26,0.15,0.1,0.06,0.59
2021-07-06,0.02,0.26,0.16,0.11,0.06,0.61
2021-07-07,0.02,0.26,0.19,0.13,0.07,0.65
2021-07-08,0.02,0.26,0.19,0.13,0.06,0.66
2021-07-09,0.02,0.26,0.19,0.13,0.06,0.67
2021-07-10,0.02,0.15,0.16,0.11,0.06,0.49
2021-07-11,0.02,0.1,0.13,0.09,0.06,0.41
2021-07-12,0.02,0.25,0.13,0.09,0.06,0.56
2021-07-13,0.02,0.25,0.15,0.1,0.06,0.58
2021-07-14,0.02,0.25,0.13,0.09,0.06,0.55
2021-07-15,0.02,0.26,0.12,0.08,0.06,0.55
2021-07-16,0.02,0.26,0.14,0.1,0.06,0.57
2021-07-17,0.02,0.14,0.13,0.09,0.06,0.44
2021-07-18,0.02,0.11,0.12,0.08,0.06,0.38
2021-07-19,0.02,0.24,0.19,0.13,0.06,0.63
2021-07-20,0.02,0.24,0.22,0.15,0.06,0.68
2021-07-21,0.02,0.24,0.24,0.16,0.06,0.72
2021-07-22,0.02,0.24,0.21,0.14,0.06,0.66
2021-07-23,0.02,0.24,0.18,0.12,0.06,0.62
2021-07-24,0.02,0.14,0.13,0.09,0.06,0.44
2021-07-25,0.02,0.1,0.14,0.1,0.06,0.42
2021-07-26,0.02,0.24,0.2,0.14,0.06,0.65
2021-07-27,0.02,0.23,0.21,0.14,0.06,0.65
2021-07-28,0.02,0.23,0.17,0.12,0.06,0.6
2021-07-29,0.02,0.24,0.18,0.12,0.06,0.61
2021-07-30,0.02,0.24,0.14,0.1,0.06,0.56
2021-07-31,0.02,0.16,0.1,0.07,0.06,0.41
2021-08-01,0.02,0.1,0.11,0.08,0.06,0.37
2021-08-02,0.02,0.22,0.15,0.11,0.06,0.56
2021-08-03,0.02,0.2,0.15,0.11,0.06,0.54
2021-08-04,0.02,0.2,0.16,0.11,0.06,0.55
2021-08-05,0.02,0.2,0.13,0.09,0.06,0.5
2021-08-06,0.02,0.22,0.13,0.1,0.06,0.52
2021-08-07,0.02,0.14,0.11,0.08,0.06,0.4
2021-08-08,0.02,0.1,0.12,0.08,0.06,0.39
2021-08-09,0.02,0.2,0.14,0.1,0.06,0.53
2021-08-10,0.02,0.19,0.19,0.13,0.06,0.59
2021-08-11,0.02,0.18,0.19,0.14,0.06,0.59
2021-08-12,0.02,0.19,0.2,0.14,0.06,0.6
2021-08-13,0.02,0.19,0.21,0.15,0.06,0.62
2021-08-14,0.02,0.13,0.21,0.15,0.06,0.57
2021-08-15,0.02,0.11,0.16,0.11,0.06,0.45
2021-08-16,0.02,0.15,0.14,0.1,0.06,0.47
2021-08-17,0.02,0.19,0.14,0.1,0.06,0.51
2021-08-18,0.02,0.18,0.14,0.1,0.06,0.49
2021-08-19,0.02,0.17,0.17,0.12,0.06,0.54
2021-08-20,0.02,0.19,0.18,0.13,0.06,0.58
2021-08-21,0.02,0.13,0.16,0.11,0.06,0.48
2021-08-22,0.02,0.1,0.13,0.1,0.06,0.41
2021-08-23,0.02,0.2,0.14,0.1,0.06,0.51
2021-08-24,0.02,0.19,0.16,0.12,0.06,0.55
2021-08-25,0.02,0.2,0.22,0.16,0.06,0.65
2021-08-26,0.02,0.19,0.23,0.16,0.06,0.66
2021-08-27,0.02,0.19,0.2,0.14,0.06,0.62
2021-08-28,0.02,0.13,0.14,0.1,0.06,0.44
2021-08-29,0.02,0.1,0.13,0.1,0.06,0.41
2021-08-30,0.02,0.23,0.2,0.14,0.06,0.66
2021-08-31,0.02,0.23,0.21,0.15,0.06,0.68
2021-09-01,0.02,0.26,0.18,0.15,0.06,0.67
2021-09-02,0.02,0.27,0.19,0.16,0.06,0.7
2021-09-03,0.02,0.27,0.2,0.17,0.06,0.72
2021-09-04,0.02,0.17,0.17,0.14,0.06,0.56
2021-09-05,0.02,0.12,0.13,0.11,0.06,0.45
2021-09-06,0.02,0.27,0.17,0.15,0.06,0.67
2021-09-07,0.02,0.27,0.15,0.12,0.06,0.62
2021-09-08,0.02,0.26,0.18,0.15,0.06,0.66
2021-09-09,0.02,0.28,0.2,0.17,0.06,0.73
2021-09-10,0.02,0.29,0.21,0.18,0.06,0.76
2021-09-11,0.02,0.19,0.2,0.16,0.06,0.63
2021-09-12,0.02,0.14,0.15,0.13,0.06,0.5
2021-09-13,0.02,0.29,0.19,0.16,0.06,0.72
2021-09-14,0.02,0.28,0.23,0.19,0.07,0.78
2021-09-15,0.02,0.3,0.26,0.22,0.06,0.85
2021-09-16,0.02,0.3,0.2,0.17,0.06,0.75
2021-09-17,0.02,0.3,0.21,0.18,0.06,0.77
2021-09-18,0.02,0.21,0.13,0.11,0.07,0.54
2021-09-19,0.02,0.15,0.12,0.1,0.07,0.46
2021-09-20,0.02,0.3,0.12,0.1,0.07,0.61
2021-09-21,0.02,0.3,0.1,0.09,0.08,0.58
2021-09-22,0.02,0.3,0.13,0.11,0.07,0.63
2021-09-23,0.02,0.3,0.12,0.1,0.07,0.6
2021-09-24,0.02,0.29,0.16,0.14,0.06,0.68
2021-09-25,0.01,0.22,0.14,0.11,0.07,0.55
2021-09-26,0.02,0.16,0.13,0.11,0.07,0.48
2021-09-27,0.02,0.3,0.18,0.15,0.06,0.71
2021-09-28,0.01,0.3,0.18,0.15,0.07,0.71
2021-09-29,0.01,0.3,0.14,0.12,0.07,0.64
2021-09-30,0.02,0.3,0.18,0.15,0.07,0.72
2021-10-01,0.02,0.3,0.21,0.16,0.07,0.76
2021-10-02,0.01,0.22,0.1,0.08,0.06,0.48
2021-10-03,0.02,0.15,0.08,0.07,0.07,0.39
2021-10-04,0.02,0.3,0.11,0.08,0.09,0.6
2021-10-05,0.01,0.3,0.15,0.12,0.08,0.66
2021-10-06,0.01,0.3,0.17,0.13,0.07,0.69
2021-10-07,0.02,0.3,0.18,0.15,0.07,0.72
2021-10-08,0.02,0.31,0.18,0.14,0.07,0.72
2021-10-09,0.02,0.22,0.12,0.1,0.08,0.54
2021-10-10,0.02,0.15,0.09,0.07,0.08,0.4
2021-10-11,0.02,0.25,0.12,0.09,0.08,0.56
2021-10-12,0.02,0.14,0.13,0.11,0.08,0.48
2021-10-13,0.01,0.3,0.15,0.12,0.08,0.66
2021-10-14,0.02,0.3,0.19,0.15,0.08,0.74
2021-10-15,0.02,0.3,0.2,0.16,0.08,0.75
2021-10-16,0.01,0.22,0.19,0.15,0.08,0.65
2021-10-17,0.02,0.13,0.18,0.14,0.07,0.54
2021-10-18,0.02,0.3,0.22,0.17,0.07,0.77
2021-10-19,0.01,0.3,0.15,0.12,0.06,0.65
2021-10-20,0.01,0.3,0.14,0.11,0.07,0.62
2021-10-21,0.01,0.3,0.18,0.14,0.08,0.71
2021-10-22,0.02,0.31,0.17,0.13,0.09,0.72
2021-10-23,0.01,0.24,0.18,0.15,0.1,0.68
2021-10-24,0.02,0.15,0.17,0.14,0.1,0.58
2021-10-25,0.02,0.29,0.24,0.19,0.1,0.84
2021-10-26,0.01,0.3,0.24,0.19,0.09,0.84
2021-10-27,0.01,0.3,0.26,0.21,0.1,0.87
2021-10-28,0.01,0.3,0.17,0.14,0.09,0.72
2021-10-29,0.02,0.31,0.17,0.13,0.09,0.71
2021-10-30,0.01,0.23,0.11,0.09,0.07,0.52
2021-10-31,0.01,0.17,0.08,0.06,0.07,0.4
