date,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential,全球
2019-01-01,0.84,14.16,22.78,1.48,36.38,17.8,95.0
2019-01-02,0.97,15.69,24.67,1.62,39.65,18.52,102.98
2019-01-03,1.01,17.35,25.22,1.67,40.63,18.38,106.13
2019-01-04,1.0,17.39,25.45,1.69,41.07,18.08,106.61
2019-01-05,0.92,16.18,25.03,1.74,40.14,17.16,102.98
2019-01-06,0.92,13.99,24.29,1.77,38.86,17.06,98.82
2019-01-07,0.96,17.08,25.97,1.65,41.87,17.22,106.71
2019-01-08,0.97,17.79,25.85,1.56,41.59,16.99,106.63
2019-01-09,0.95,17.93,26.64,1.56,43.26,18.17,110.41
2019-01-10,1.04,18.22,27.49,1.69,45.04,18.89,114.49
2019-01-11,0.82,17.88,27.28,1.52,44.83,18.35,112.59
2019-01-12,0.87,16.58,25.81,1.67,42.08,17.55,106.39
2019-01-13,0.84,14.83,24.38,1.68,39.79,16.94,100.42
2019-01-14,0.94,18.0,25.61,1.59,42.11,17.68,107.84
2019-01-15,0.95,18.41,26.48,1.51,43.72,18.87,111.82
2019-01-16,0.83,18.62,26.61,1.32,43.92,18.31,111.52
2019-01-17,0.98,18.59,26.53,1.56,43.72,17.67,110.94
2019-01-18,1.01,18.38,26.42,1.63,43.29,17.39,110.1
2019-01-19,0.87,17.14,25.07,1.66,40.98,17.27,104.86
2019-01-20,0.81,15.44,24.48,1.65,40.3,17.95,102.53
2019-01-21,0.92,17.98,25.83,1.6,43.09,19.15,110.45
2019-01-22,0.97,18.63,25.93,1.52,43.27,18.68,110.87
2019-01-23,0.95,18.8,25.94,1.54,42.81,17.79,109.87
2019-01-24,0.99,19.01,25.84,1.57,42.55,17.45,109.29
2019-01-25,1.01,18.52,25.82,1.64,42.77,18.74,110.39
2019-01-26,0.89,17.21,24.46,1.65,40.33,18.79,105.28
2019-01-27,0.87,15.77,22.75,1.71,37.38,18.01,98.37
2019-01-28,0.82,18.33,24.48,1.43,40.47,18.21,105.63
2019-01-29,0.95,18.64,24.78,1.51,41.25,18.83,108.1
2019-01-30,0.95,18.59,25.07,1.52,42.0,19.51,109.69
2019-01-31,0.98,18.73,25.2,1.58,42.17,19.8,110.57
2019-02-01,1.02,18.38,25.3,1.65,39.55,18.55,106.41
2019-02-02,0.91,17.07,23.31,1.67,35.77,16.86,97.45
2019-02-03,0.87,15.63,22.01,1.66,33.56,16.15,91.72
2019-02-04,0.92,18.44,23.01,1.59,35.31,15.89,97.03
2019-02-05,0.97,18.54,23.8,1.5,36.68,15.67,98.97
2019-02-06,0.97,18.77,24.26,1.51,37.43,15.39,100.24
2019-02-07,1.0,19.01,23.61,1.54,36.33,16.36,99.8
2019-02-08,1.02,18.55,24.4,1.61,37.56,17.84,102.98
2019-02-09,0.9,17.21,24.29,1.64,37.32,18.93,102.08
2019-02-10,0.88,15.85,23.51,1.65,36.16,18.43,98.33
2019-02-11,0.97,18.7,25.15,1.57,38.72,17.28,104.29
2019-02-12,0.95,18.82,26.04,1.49,39.81,16.54,105.49
2019-02-13,0.98,18.89,26.1,1.49,39.75,16.28,105.26
2019-02-14,1.02,19.24,26.46,1.58,40.13,15.8,106.25
2019-02-15,1.05,18.88,26.71,1.65,40.41,15.47,106.11
2019-02-16,0.93,17.28,24.9,1.69,37.8,16.08,100.58
2019-02-17,0.87,15.59,24.26,1.69,36.8,16.25,97.36
2019-02-18,0.97,18.01,26.63,1.61,40.67,15.98,105.79
2019-02-19,1.0,18.46,27.52,1.54,42.16,16.15,108.73
2019-02-20,0.97,18.83,26.57,1.53,40.61,15.48,105.85
2019-02-21,1.02,18.96,26.65,1.59,40.55,14.74,105.5
2019-02-22,1.03,18.54,26.64,1.66,40.58,14.83,105.09
2019-02-23,0.92,17.07,24.4,1.69,36.93,15.45,98.32
2019-02-24,0.9,15.39,23.73,1.72,35.81,14.89,94.34
2019-02-25,0.97,18.4,25.76,1.62,39.12,14.75,102.59
2019-02-26,1.0,18.65,26.25,1.55,39.98,14.78,104.16
2019-02-27,1.01,18.68,26.42,1.55,40.24,15.02,104.85
2019-02-28,1.04,18.5,26.27,1.6,39.99,15.02,104.46
2019-03-01,1.0,18.19,29.94,1.64,39.78,14.13,106.61
2019-03-02,0.9,16.88,28.14,1.68,37.34,13.99,100.82
2019-03-03,0.87,15.18,27.37,1.69,36.33,13.51,96.85
2019-03-04,0.93,17.96,28.97,1.59,39.1,13.99,104.47
2019-03-05,0.96,18.09,28.92,1.54,39.1,14.36,104.95
2019-03-06,0.98,18.3,28.9,1.55,39.11,14.09,104.91
2019-03-07,1.0,18.5,28.58,1.58,38.57,13.94,104.17
2019-03-08,1.01,18.44,28.34,1.65,37.92,13.38,102.67
2019-03-09,0.9,17.06,26.58,1.68,35.01,12.43,95.54
2019-03-10,0.93,15.48,25.64,1.71,33.64,11.91,91.14
2019-03-11,0.98,18.33,27.1,1.62,36.12,12.27,98.38
2019-03-12,0.98,18.59,26.88,1.55,35.74,12.53,98.18
2019-03-13,0.98,18.55,27.13,1.55,35.87,12.31,98.27
2019-03-14,0.99,18.81,27.51,1.59,36.23,11.66,98.76
2019-03-15,1.02,18.77,27.27,1.66,35.94,11.13,97.72
2019-03-16,0.92,17.24,26.16,1.7,34.48,11.41,93.73
2019-03-17,0.91,15.88,25.45,1.69,33.61,11.64,91.08
2019-03-18,0.97,18.72,27.45,1.61,36.51,11.66,98.89
2019-03-19,0.98,18.87,27.76,1.54,36.94,11.19,99.19
2019-03-20,0.99,18.59,27.32,1.56,36.28,10.95,97.69
2019-03-21,1.01,18.26,26.8,1.61,35.5,11.28,96.35
2019-03-22,1.01,18.88,27.09,1.66,35.66,11.58,97.71
2019-03-23,0.91,17.41,26.28,1.69,34.46,11.99,94.54
2019-03-24,0.91,15.92,25.24,1.7,33.11,11.25,89.97
2019-03-25,0.96,19.14,27.12,1.66,35.8,10.8,97.43
2019-03-26,0.88,19.29,27.12,1.49,35.83,11.08,97.71
2019-03-27,1.0,19.13,26.89,1.57,35.47,10.68,96.7
2019-03-28,1.02,19.29,27.35,1.63,35.93,10.61,97.89
2019-03-29,1.02,18.96,27.11,1.67,35.7,10.08,96.52
2019-03-30,0.91,17.68,25.72,1.69,33.68,10.08,91.67
2019-03-31,0.92,16.27,24.68,1.73,32.4,11.02,89.1
2019-04-01,0.99,18.81,29.61,1.68,35.88,11.41,100.46
2019-04-02,1.01,19.01,30.49,1.64,36.95,10.97,102.12
2019-04-03,1.02,18.88,30.51,1.66,36.86,10.47,101.44
2019-04-04,1.03,19.1,29.6,1.69,35.9,9.98,99.24
2019-04-05,1.03,18.79,27.93,1.72,34.16,9.55,95.15
2019-04-06,0.9,17.46,26.64,1.73,32.1,8.94,89.7
2019-04-07,0.91,15.85,26.33,1.76,31.38,8.33,86.4
2019-04-08,0.99,18.75,28.93,1.67,35.04,8.45,95.78
2019-04-09,1.01,19.09,29.52,1.65,35.54,9.33,98.0
2019-04-10,1.06,18.9,30.71,1.92,36.86,10.31,101.78
2019-04-11,0.67,19.0,30.19,1.21,36.25,10.46,99.81
2019-04-12,1.04,18.19,29.88,1.74,36.15,10.05,99.09
2019-04-13,0.92,17.48,27.81,1.8,33.47,9.81,93.25
2019-04-14,0.89,15.68,26.68,1.78,32.17,9.92,89.05
2019-04-15,0.99,18.08,27.76,1.7,33.53,9.23,93.19
2019-04-16,1.02,18.73,27.76,1.66,33.47,8.52,93.24
2019-04-17,1.03,18.37,27.27,1.68,32.84,7.87,91.09
2019-04-18,1.03,18.88,27.25,1.73,32.7,7.48,91.05
2019-04-19,0.98,17.81,27.13,1.73,32.47,7.55,89.67
2019-04-20,0.89,16.86,25.84,1.77,30.6,7.57,85.43
2019-04-21,0.88,15.22,24.89,1.79,29.4,7.28,81.25
2019-04-22,1.0,17.48,26.24,1.71,31.41,6.69,86.4
2019-04-23,1.02,18.77,27.59,1.68,33.13,6.53,90.72
2019-04-24,1.01,18.74,28.29,1.67,34.1,6.81,92.58
2019-04-25,1.03,18.92,27.99,1.72,33.7,7.15,92.44
2019-04-26,1.02,18.69,27.73,1.74,33.34,7.82,92.41
2019-04-27,0.91,17.37,26.05,1.8,31.07,8.67,87.87
2019-04-28,0.92,15.88,25.68,1.82,30.5,8.96,85.77
2019-04-29,0.99,18.32,27.07,1.71,32.61,8.68,91.43
2019-04-30,1.0,19.06,26.93,1.68,32.64,8.01,91.3
2019-05-01,1.02,18.61,25.0,1.68,29.34,7.47,85.15
2019-05-02,1.01,19.45,25.14,1.7,29.42,7.26,85.99
2019-05-03,1.03,19.31,26.01,1.75,30.22,7.5,87.96
2019-05-04,0.92,18.09,25.57,1.78,29.59,7.8,85.72
2019-05-05,0.92,16.23,24.94,1.79,28.71,8.05,82.68
2019-05-06,0.99,17.66,27.37,1.71,31.72,7.93,89.3
2019-05-07,1.0,18.61,28.57,1.66,33.03,7.78,92.75
2019-05-08,1.0,18.6,28.19,1.66,32.62,7.25,91.28
2019-05-09,1.03,18.83,28.98,1.66,33.46,6.92,92.92
2019-05-10,1.03,18.57,28.73,1.74,33.36,6.81,92.34
2019-05-11,0.9,17.19,27.03,1.77,31.16,6.84,86.78
2019-05-12,0.88,15.55,25.56,1.77,29.49,7.45,82.75
2019-05-13,0.98,17.95,28.32,1.68,32.85,7.44,91.31
2019-05-14,1.02,18.67,29.33,1.65,33.95,7.33,93.92
2019-05-15,1.02,18.82,29.37,1.66,33.97,6.93,93.83
2019-05-16,1.05,18.87,29.29,1.7,33.84,6.51,93.22
2019-05-17,1.06,18.79,29.27,1.74,33.79,6.34,92.98
2019-05-18,0.91,17.33,27.94,1.79,32.13,6.11,88.29
2019-05-19,0.93,15.58,26.65,1.79,30.81,6.1,83.81
2019-05-20,1.01,17.85,28.68,1.71,33.61,6.29,91.23
2019-05-21,1.03,18.61,28.74,1.65,33.58,6.35,91.99
2019-05-22,1.05,18.67,28.72,1.68,33.62,6.03,91.9
2019-05-23,1.05,18.8,29.42,1.74,34.38,5.7,93.14
2019-05-24,1.07,18.9,28.97,1.79,33.94,5.6,92.32
2019-05-25,0.93,17.45,27.82,1.81,32.31,5.58,87.95
2019-05-26,0.86,15.94,26.98,1.81,31.39,5.47,84.46
2019-05-27,0.95,17.56,28.76,1.72,33.68,5.62,90.41
2019-05-28,1.0,18.81,29.86,1.7,35.28,5.98,94.68
2019-05-29,1.02,18.9,29.42,1.7,34.86,6.02,94.12
2019-05-30,1.05,18.57,28.84,1.76,34.17,5.44,91.83
2019-05-31,1.07,18.75,29.41,1.81,34.76,5.03,92.98
2019-06-01,0.94,17.16,25.81,1.86,32.24,5.03,85.07
2019-06-02,0.93,15.37,25.01,1.88,31.26,5.02,81.44
2019-06-03,1.02,17.52,27.84,1.79,34.54,5.24,90.12
2019-06-04,1.04,17.67,28.86,1.76,35.81,5.25,92.43
2019-06-05,1.03,18.01,29.38,1.77,36.74,5.13,94.14
2019-06-06,1.06,18.29,28.82,1.81,36.19,5.32,93.56
2019-06-07,1.06,17.87,27.65,1.86,34.86,5.27,90.7
2019-06-08,0.95,17.28,25.78,1.9,31.95,5.32,85.18
2019-06-09,0.95,15.39,26.49,1.89,32.33,5.24,84.33
2019-06-10,1.01,17.42,29.08,1.82,35.8,5.22,92.5
2019-06-11,1.06,17.67,29.14,1.79,36.01,5.32,93.11
2019-06-12,1.07,18.09,28.96,1.8,35.49,5.37,92.86
2019-06-13,1.08,18.2,28.25,1.84,34.68,5.47,91.48
2019-06-14,1.09,17.84,28.45,1.88,34.87,5.22,91.47
2019-06-15,0.97,17.27,27.25,1.91,33.32,5.16,87.87
2019-06-16,0.96,15.34,25.77,1.92,31.67,5.17,82.83
2019-06-17,1.04,17.38,28.27,1.84,35.21,4.98,90.83
2019-06-18,1.06,17.61,29.57,1.83,36.83,4.89,93.89
2019-06-19,1.07,18.02,30.21,1.82,37.67,4.84,95.72
2019-06-20,1.08,18.1,29.9,1.87,37.3,4.98,95.35
2019-06-21,1.09,17.68,30.26,1.9,37.43,5.05,95.49
2019-06-22,0.97,17.2,28.32,1.93,34.85,4.92,90.21
2019-06-23,0.97,15.44,26.41,1.93,32.64,4.82,84.35
2019-06-24,1.04,17.47,28.76,1.85,35.99,4.78,92.0
2019-06-25,1.06,17.73,29.11,1.83,36.65,4.77,93.15
2019-06-26,1.06,18.14,29.83,1.84,37.6,4.85,95.34
2019-06-27,1.08,18.28,30.51,1.89,38.5,4.92,97.29
2019-06-28,1.08,17.8,30.64,1.92,38.67,4.87,97.11
2019-06-29,0.97,17.31,28.99,1.95,36.46,4.8,92.6
2019-06-30,0.96,15.5,27.38,1.95,34.4,4.77,87.01
2019-07-01,1.0,17.42,26.54,1.87,37.92,4.65,91.46
2019-07-02,1.01,17.69,27.03,1.86,38.66,4.74,93.03
2019-07-03,1.04,18.1,27.54,1.87,39.2,4.87,94.69
2019-07-04,0.97,17.8,26.85,1.9,37.98,4.81,92.31
2019-07-05,0.94,17.78,26.41,1.92,37.6,4.71,91.34
2019-07-06,0.94,17.29,24.59,1.95,34.99,4.76,86.52
2019-07-07,0.99,15.51,23.63,1.96,33.46,4.94,82.44
2019-07-08,1.05,17.47,26.24,1.91,37.25,5.08,91.17
2019-07-09,1.07,17.68,26.45,1.89,37.69,5.02,92.03
2019-07-10,1.07,18.09,26.46,1.9,37.95,4.86,92.41
2019-07-11,1.07,18.24,26.96,1.92,38.62,4.79,93.61
2019-07-12,1.08,17.79,26.96,1.92,38.42,4.75,92.98
2019-07-13,0.99,17.28,25.46,1.97,36.23,4.8,88.7
2019-07-14,0.99,15.48,24.54,1.97,34.92,4.89,84.79
2019-07-15,1.04,17.43,26.6,1.89,37.97,4.9,91.96
2019-07-16,1.08,17.66,27.54,1.89,39.44,4.79,94.49
2019-07-17,1.08,18.11,28.17,1.88,40.29,4.66,96.21
2019-07-18,1.09,18.17,29.05,1.91,41.36,4.59,98.19
2019-07-19,1.1,17.82,29.2,1.94,41.68,4.61,98.33
2019-07-20,1.0,17.33,27.39,1.97,38.98,4.54,93.13
2019-07-21,0.99,15.5,26.42,1.97,37.62,4.54,88.99
2019-07-22,1.04,17.46,28.9,1.9,41.0,4.51,96.93
2019-07-23,1.07,17.68,29.4,1.87,41.34,4.5,97.94
2019-07-24,1.09,18.12,30.05,1.89,41.99,4.51,99.76
2019-07-25,1.1,18.16,29.96,1.92,41.72,4.49,99.4
2019-07-26,1.09,17.82,29.84,1.94,41.55,4.49,98.82
2019-07-27,1.0,17.33,27.95,1.98,38.82,4.55,93.66
2019-07-28,0.99,15.54,27.01,1.99,37.52,4.6,89.67
2019-07-29,1.03,17.49,29.85,1.91,42.0,4.64,99.14
2019-07-30,1.06,17.68,30.42,1.88,42.83,4.68,100.51
2019-07-31,1.07,18.15,30.43,1.89,42.67,4.71,100.92
2019-08-01,1.08,18.38,29.37,1.93,42.62,4.7,100.14
2019-08-02,1.07,17.91,28.61,1.95,41.63,4.7,97.91
2019-08-03,0.99,17.45,26.98,1.99,39.15,4.7,93.26
2019-08-04,0.99,15.57,25.99,1.98,37.71,4.7,88.85
2019-08-05,1.02,17.52,28.43,1.87,41.56,4.7,97.18
2019-08-06,1.05,17.78,29.47,1.85,43.0,4.69,99.82
2019-08-07,1.05,18.21,29.01,1.87,42.41,4.65,99.22
2019-08-08,1.08,18.08,28.83,1.89,42.14,4.61,98.68
2019-08-09,1.06,17.87,28.47,1.9,41.57,4.6,97.43
2019-08-10,0.95,17.37,25.8,1.93,37.5,4.64,89.99
2019-08-11,0.96,15.56,24.25,1.95,35.37,4.73,84.64
2019-08-12,1.04,17.5,26.35,1.86,38.72,4.9,92.28
2019-08-13,1.05,17.74,27.42,1.83,40.29,4.99,95.35
2019-08-14,1.06,18.17,27.62,1.86,40.36,4.91,96.04
2019-08-15,1.06,18.23,26.21,1.88,38.25,4.74,92.34
2019-08-16,1.08,17.88,26.41,1.93,38.48,4.72,92.61
2019-08-17,0.97,17.39,25.66,1.96,37.18,4.67,89.9
2019-08-18,0.97,15.56,25.36,1.98,36.86,4.69,87.4
2019-08-19,1.02,17.51,28.14,1.9,41.34,4.73,96.79
2019-08-20,1.04,17.73,28.6,1.9,41.92,4.87,98.22
2019-08-21,1.05,18.17,28.74,1.87,42.05,4.88,98.85
2019-08-22,1.08,18.2,28.81,1.89,41.99,4.71,98.76
2019-08-23,1.07,17.87,28.65,1.92,41.23,4.63,97.37
2019-08-24,0.97,17.39,26.49,1.94,37.58,4.64,91.04
2019-08-25,0.95,15.55,24.92,1.95,35.35,4.65,85.47
2019-08-26,1.02,17.49,27.5,1.88,39.39,4.71,94.18
2019-08-27,1.03,17.74,28.59,1.85,41.06,4.69,97.07
2019-08-28,1.05,18.18,28.52,1.89,41.14,4.78,97.72
2019-08-29,1.07,18.17,28.03,1.89,40.49,4.77,96.47
2019-08-30,1.08,17.88,27.81,1.92,40.2,4.75,95.71
2019-08-31,0.96,17.4,25.51,1.94,36.57,4.81,89.37
2019-09-01,0.88,15.67,26.6,1.92,34.57,4.96,86.58
2019-09-02,0.97,17.48,28.95,1.87,37.9,5.11,94.3
2019-09-03,0.97,17.6,29.8,1.8,39.28,5.06,96.56
2019-09-04,1.01,18.06,29.72,1.82,39.32,5.0,97.03
2019-09-05,1.05,18.07,29.77,1.86,39.09,5.34,97.26
2019-09-06,1.05,17.76,30.21,1.87,39.54,5.48,97.74
2019-09-07,0.94,17.27,28.78,1.89,37.4,5.5,93.68
2019-09-08,0.94,15.56,28.33,1.91,36.63,5.66,90.96
2019-09-09,1.02,17.38,30.82,1.8,40.33,5.72,99.13
2019-09-10,1.04,17.61,31.18,1.76,41.07,5.6,100.37
2019-09-11,1.04,18.02,30.81,1.79,40.79,5.31,99.86
2019-09-12,1.08,18.07,30.05,1.83,39.63,5.01,97.77
2019-09-13,1.07,17.74,27.91,1.86,37.02,5.21,92.77
2019-09-14,0.94,17.26,27.09,1.89,35.26,5.48,89.91
2019-09-15,0.95,15.54,26.64,1.9,34.69,5.33,87.08
2019-09-16,1.03,17.38,28.71,1.81,37.93,5.5,94.42
2019-09-17,1.04,17.6,28.73,1.78,38.03,5.84,95.07
2019-09-18,1.05,18.0,28.35,1.77,37.54,6.28,95.05
2019-09-19,1.06,18.05,28.22,1.81,37.12,6.5,94.84
2019-09-20,1.07,17.71,28.16,1.83,36.94,6.38,94.04
2019-09-21,0.95,17.18,26.53,1.88,34.58,5.94,88.99
2019-09-22,0.95,15.35,25.63,1.88,33.61,5.71,84.97
2019-09-23,1.02,17.21,28.12,1.79,37.31,5.87,93.39
2019-09-24,1.05,17.47,28.57,1.74,37.68,5.94,94.52
2019-09-25,1.05,17.81,28.04,1.78,37.07,5.92,93.74
2019-09-26,1.07,17.93,27.87,1.8,36.89,5.74,93.46
2019-09-27,1.07,17.57,27.72,1.82,36.59,5.8,92.69
2019-09-28,0.95,17.05,26.06,1.87,34.15,5.86,87.93
2019-09-29,0.95,15.2,25.08,1.87,32.65,5.9,83.68
2019-09-30,1.03,17.09,26.09,1.77,34.73,5.89,88.7
2019-10-01,1.0,18.07,26.85,1.71,34.9,5.63,90.17
2019-10-02,1.02,18.32,27.56,1.73,35.87,6.19,92.68
2019-10-03,1.05,18.48,28.18,1.77,36.28,6.88,94.54
2019-10-04,1.06,18.14,28.52,1.78,36.24,7.25,94.96
2019-10-05,0.94,17.57,27.05,1.81,33.6,7.5,90.44
2019-10-06,0.94,15.68,26.46,1.82,32.77,7.53,87.23
2019-10-07,1.01,17.6,28.28,1.73,35.66,7.37,93.76
2019-10-08,1.02,17.94,28.1,1.68,35.18,7.13,93.03
2019-10-09,1.02,18.2,27.55,1.69,34.42,7.09,92.02
2019-10-10,1.04,18.36,28.35,1.74,35.38,6.98,93.84
2019-10-11,1.05,17.95,28.8,1.78,35.68,6.87,94.09
2019-10-12,0.92,17.4,26.65,1.74,32.62,7.14,88.4
2019-10-13,0.92,15.48,25.29,1.8,31.01,6.96,83.4
2019-10-14,1.01,18.57,27.2,1.75,33.97,7.24,91.83
2019-10-15,1.02,17.81,28.26,1.71,35.22,7.53,93.64
2019-10-16,1.03,18.08,28.83,1.71,35.92,7.86,95.6
2019-10-17,1.05,18.24,28.83,1.74,35.83,7.8,95.49
2019-10-18,1.06,17.81,28.39,1.78,35.23,7.7,93.96
2019-10-19,0.95,17.26,26.93,1.82,33.34,7.56,89.86
2019-10-20,0.93,15.31,25.42,1.81,31.44,7.37,84.22
2019-10-21,1.01,17.39,27.84,1.73,34.68,7.24,91.97
2019-10-22,1.03,19.02,27.95,1.69,34.83,7.52,93.94
2019-10-23,1.04,19.25,28.11,1.7,34.98,7.46,94.69
2019-10-24,1.06,19.44,28.27,1.74,35.26,7.75,95.54
2019-10-25,1.06,19.26,28.07,1.78,34.9,8.49,95.61
2019-10-26,0.94,18.14,25.62,1.83,31.42,8.26,88.27
2019-10-27,0.92,16.75,24.41,1.75,29.89,8.28,84.04
2019-10-28,0.99,18.71,26.58,1.65,33.26,9.17,92.28
2019-10-29,0.99,19.11,28.31,1.59,35.62,9.55,97.25
2019-10-30,0.99,18.88,27.62,1.6,34.75,9.62,95.5
2019-10-31,0.99,19.27,28.16,1.64,35.4,9.82,97.4
2019-11-01,1.0,18.66,26.08,1.68,33.74,10.4,93.6
2019-11-02,0.92,17.97,25.56,1.71,32.7,10.02,90.84
2019-11-03,0.91,16.71,24.64,1.72,31.4,10.12,87.44
2019-11-04,1.02,18.89,26.07,1.65,33.81,9.97,93.43
2019-11-05,1.02,19.26,27.48,1.57,35.81,9.95,97.09
2019-11-06,1.03,19.24,28.16,1.56,36.63,10.41,99.02
2019-11-07,1.05,19.44,28.39,1.59,36.95,11.03,100.46
2019-11-08,1.07,19.24,28.4,1.64,36.97,12.08,101.46
2019-11-09,0.95,17.89,26.96,1.65,34.94,11.96,96.42
2019-11-10,0.93,16.77,25.72,1.69,33.08,11.49,91.69
2019-11-11,0.99,18.66,27.99,1.62,36.37,11.31,98.94
2019-11-12,1.02,19.23,28.91,1.53,37.87,11.99,102.43
2019-11-13,1.04,19.39,29.32,1.54,38.7,13.39,105.47
2019-11-14,1.06,19.52,29.55,1.59,38.95,13.2,105.92
2019-11-15,1.08,19.0,29.66,1.67,38.56,12.51,104.45
2019-11-16,0.95,18.11,28.01,1.66,36.12,12.05,98.82
2019-11-17,0.93,16.71,27.17,1.68,35.0,12.51,95.99
2019-11-18,1.01,19.12,29.62,1.61,38.43,12.91,104.68
2019-11-19,1.04,19.48,30.04,1.53,38.91,13.06,106.11
2019-11-20,1.05,19.29,30.91,1.55,39.79,13.02,107.76
2019-11-21,1.07,19.37,30.74,1.6,39.68,12.62,106.99
2019-11-22,1.09,19.07,30.67,1.65,39.62,11.92,105.96
2019-11-23,0.99,17.98,28.49,1.66,36.27,12.05,99.32
2019-11-24,0.96,16.57,27.28,1.69,34.87,12.85,96.21
2019-11-25,1.0,19.14,30.12,1.6,38.65,13.37,105.97
2019-11-26,1.04,19.54,31.05,1.51,39.72,12.9,107.77
2019-11-27,1.08,19.87,31.1,1.54,39.57,12.82,108.01
2019-11-28,0.97,19.11,30.98,1.57,39.3,13.62,107.57
2019-11-29,0.86,18.97,31.54,1.6,40.03,14.11,109.14
2019-11-30,0.94,18.23,29.99,1.65,37.83,14.55,105.32
2019-12-01,1.03,17.05,25.78,1.71,36.62,15.06,99.26
2019-12-02,1.06,18.89,28.09,1.64,40.42,15.7,107.77
2019-12-03,1.06,19.03,28.36,1.54,40.87,15.86,108.81
2019-12-04,1.06,19.22,28.7,1.59,41.38,15.77,109.76
2019-12-05,1.08,19.24,28.95,1.6,41.59,15.77,110.34
2019-12-06,1.08,18.81,28.93,1.67,41.69,15.19,109.44
2019-12-07,0.94,18.04,27.49,1.67,39.29,14.81,104.18
2019-12-08,0.92,16.74,25.53,1.71,36.54,14.26,97.64
2019-12-09,1.0,18.77,27.89,1.64,39.98,13.62,104.98
